front;back
O que significa a palavra 'insalubre' e qual sua origem?;Vem do latim 'insalubris' e significa 'o que faz mal à saúde'.
Qual a diferença entre insalubridade e periculosidade?;Insalubridade põe em risco a saúde do trabalhador, periculosidade põe em risco a vida.
Qual artigo da CLT define atividade ou operação insalubre?;Art. 189 da CLT.
Segundo o art. 189 da CLT, quando uma atividade é considerada insalubre?;Quando expõe empregados a agentes nocivos à saúde acima dos limites de tolerância, em razão da natureza, intensidade do agente e tempo de exposição.
A NR-15 regulamenta qual artigo da CLT?;Os artigos 189 e 190 da CLT.
Qual o objetivo principal da NR-15?;Determinar os parâmetros qualitativos e quantitativos para caracterização de exposições ocupacionais como insalubres.
Quantos anexos em vigor a NR-15 possui atualmente?;Treze anexos em vigor (o Anexo 4, sobre iluminação deficiente, foi revogado).
V ou F: O Anexo 4 da NR-15, que tratava de iluminação deficiente, ainda está em vigor.;FALSO. Foi revogado em 1990. Iluminação deficiente é questão ergonômica (NR-17).
A que se refere o Anexo 1 da NR-15?;Limites de Tolerância para Ruído Contínuo ou Intermitente.
A que se refere o Anexo 2 da NR-15?;Limites de Tolerância para Ruídos de Impacto.
A que se refere o Anexo 3 da NR-15?;Limites de Exposição Ocupacional ao Calor.
A que se refere o Anexo 5 da NR-15?;Radiações Ionizantes.
A que se refere o Anexo 6 da NR-15?;Trabalho sob Condições Hiperbáricas.
A que se refere o Anexo 7 da NR-15?;Radiações Não Ionizantes.
A que se refere o Anexo 8 da NR-15?;Vibrações.
A que se refere o Anexo 9 da NR-15?;Frio.
A que se refere o Anexo 10 da NR-15?;Umidade.
A que se refere o Anexo 11 da NR-15?;Agentes Químicos cuja insalubridade é caracterizada por limite de tolerância e inspeção no local de trabalho.
A que se refere o Anexo 12 da NR-15?;Limites de Tolerância para Poeiras Minerais.
A que se refere o Anexo 13 da NR-15?;Agentes Químicos (avaliação qualitativa).
A que se refere o Anexo 13-A da NR-15?;Benzeno — substância comprovadamente cancerígena.
A que se refere o Anexo 14 da NR-15?;Agentes Biológicos.
V ou F: A umidade é classificada como agente físico na NR-15.;FALSO. Umidade não é agente ambiental nem agente físico, é uma condição adversa presente no ambiente de trabalho.
Em que ano a NR-15 foi aprovada e em qual portaria?;Em 1978, pela Portaria 3.214 de 08/06/1978.
A NR-15 foi baseada nos parâmetros de qual organização internacional?;ACGIH (American Conference of Governmental Industrial Hygienists), publicados em 1976.
A ACGIH é um organismo normativo internacional?;Não. Suas publicações são referências técnicas de observância facultativa, não normas obrigatórias.
Com que frequência os Limites de Tolerância da ACGIH são reavaliados?;Anualmente, com base em novos conhecimentos e publicações científicas.
Qual a tendência dos limites de tolerância da ACGIH ao longo do tempo?;Têm sido reduzidos, indicando que os limites antigos superestimavam o risco tolerável.
V ou F: Na ausência de limites na NR-15, a norma determina expressamente o uso de referências da ACGIH para caracterizar insalubridade.;FALSO. Não há disposição expressa na NR-15 para isso. A NR-9 (item 9.6.1.1) exige o uso da ACGIH como referência para medidas de prevenção, não para caracterizar insalubridade.
O que diz a Súmula 460 do STF sobre insalubridade?;A perícia judicial não dispensa o enquadramento da atividade entre as insalubres, que é competência do Ministro do Trabalho.
Um perito pode caracterizar insalubridade por iluminação precária?;Não. Não há previsão na NR-15 para isso, iluminação precária é fator ergonômico (NR-17).
O que é a 'monetização do risco' no contexto da insalubridade?;É a compensação monetária (adicional de insalubridade) pelo risco de adoecimento, em vez de eliminar o risco.
Desde quando existe o adicional de insalubridade no Brasil?;Desde 1936, com a Lei 185.
Qual a tendência internacional para trabalhos insalubres, diferente do Brasil?;Redução da jornada de trabalho, em vez de pagamento de adicional.
Quais são os dois tipos de avaliação para caracterizar insalubridade?;Avaliação qualitativa e avaliação quantitativa.
Em que consiste a avaliação qualitativa para insalubridade?;Basta a constatação da exposição ao agente ou condição de trabalho para caracterizar insalubridade, não exige medição.
Em que consiste a avaliação quantitativa para insalubridade?;Medição da intensidade (agentes físicos) ou concentração (agentes químicos) e comparação com limites de tolerância.
Quais anexos da NR-15 utilizam avaliação qualitativa por mera exposição (item 15.1.3)?;Anexos 6 (hiperbáricas), 13 (agentes químicos qualitativos) e 14 (agentes biológicos).
Quais anexos da NR-15 exigem laudo de inspeção do local de trabalho (item 15.1.4)?;Anexos 7 (radiações não ionizantes), 8 (vibrações), 9 (frio) e 10 (umidade).
Quais anexos da NR-15 exigem avaliação quantitativa acima do limite de tolerância (item 15.1.1)?;Anexos 1 (ruído contínuo), 2 (ruído de impacto), 3 (calor), 5 (radiações ionizantes), 11 e 12 (agentes químicos/poeiras minerais).
Qual a definição de 'Limite de Tolerância' segundo o item 15.1.5 da NR-15?;Concentração ou intensidade máxima ou mínima, relacionada com a natureza e tempo de exposição ao agente, que não causará danos à saúde do trabalhador durante sua vida laboral.
Segundo o item 15.4.1, como deve ocorrer a eliminação ou neutralização da insalubridade?;a) Medidas de ordem geral que mantenham o ambiente dentro dos limites de tolerância, b) Utilização de EPI.
Qual a hierarquia de medidas de prevenção segundo NR-1 (item 1.4.1, 'g')?;I) Eliminação dos fatores de risco, II) Medidas de proteção coletiva, III) Medidas administrativas/organização do trabalho, IV) Proteção individual.
O que diz a Súmula 289 do TST sobre EPI e insalubridade?;O simples fornecimento do EPI não exime do pagamento do adicional. O empregador deve garantir o uso efetivo do equipamento pelo empregado.
O que envolve o 'uso efetivo' do EPI para neutralizar insalubridade?;EPI adequado ao risco, uso correto, uso ininterrupto durante toda exposição, treinamento do trabalhador, verificação de vedação e manutenção.
V ou F: Colocar tirantes do respirador sobre hastes de óculos ou capacete é aceitável.;FALSO. Prejudica a vedação e descaracteriza a proteção, tornando o adicional de insalubridade devido.
Quais os três graus de insalubridade e seus respectivos percentuais?;Grau mínimo: 10%, Grau médio: 20%, Grau máximo: 40%.
Sobre qual base incide o adicional de insalubridade conforme a CLT?;Sobre o salário mínimo da região (art. 192 da CLT). Há discussão jurisprudencial sobre base no salário-base.
V ou F: É possível acumular adicional de insalubridade por exposição a mais de um agente insalubre.;FALSO. Não se acumulam, recebe-se apenas o adicional de grau mais elevado (Súmula 289 do TST e art. 193, §2º da CLT).
O que acontece com o adicional quando se elimina ou neutraliza o agente insalubre?;O adicional deixa de ser devido, pois insalubridade não gera direito adquirido.
Quem tem competência para aprovar o quadro de atividades insalubres segundo a CLT?;O Ministério do Trabalho (art. 190 da CLT).
Qual o grau de insalubridade do Anexo 1 (ruído contínuo ou intermitente)?;Grau médio (20%).
Qual o grau de insalubridade do Anexo 2 (ruídos de impacto)?;Grau médio (20%).
Qual o grau de insalubridade do Anexo 3 (calor)?;Grau médio (20%).
Qual o grau de insalubridade do Anexo 6 (condições hiperbáricas)?;Grau máximo (40%).
Qual o grau de insalubridade do Anexo 9 (frio)?;Grau médio (20%).
Qual o grau de insalubridade do Anexo 10 (umidade)?;Grau médio (20%).
Qual o grau de insalubridade do Anexo 14 (agentes biológicos)?;Pode ser grau médio (20%) ou grau máximo (40%), dependendo do tipo de agente.
V ou F: Os Auditores-Fiscais do Trabalho podem atuar como peritos em processos judiciais de insalubridade.;FALSO. Não têm competência para atuar como peritos nem elaborar laudos periciais de insalubridade e periculosidade.
Por que o AFT não pode ser perito judicial?;Porque ao constatar irregularidade é obrigado a lavrar auto de infração (art. 628 da CLT), o que conflita com a imparcialidade da perícia.
V ou F: O Anexo 5 da NR-15 (Radiações Ionizantes) possui limites de exposição próprios.;FALSO. Remete expressamente à adoção de limites constantes em outros normativos específicos.
Quando foi incluído o Anexo 13-A (Benzeno) na NR-15?;Em 1995.
V ou F: Benzeno é substância comprovadamente cancerígena.;VERDADEIRO. O Anexo 13-A trata especificamente de atividades com exposição a benzeno por ser cancerígeno.
Qual a última atualização significativa da NR-15 antes de 2020?;Em 2019, com a atualização do Anexo 3 (Limites de exposição ocupacional ao calor).
