front;back
Qual o objetivo da NR 36?;Estabelecer requisitos mínimos para avaliação, controle e monitoramento dos riscos nas atividades de abate e processamento de carnes e derivados destinados ao consumo humano.
V ou F: A NR 36 se aplica apenas ao abate de bovinos.;Falso. A NR 36 se aplica ao abate e processamento de carnes e derivados de todas as espécies destinados ao consumo humano.
Qual a jornada máxima permitida para trabalho efetivo em atividades de abate e processamento de carnes (NR 36)?;A jornada normal de trabalho, respeitando-se as pausas obrigatórias previstas na norma para recuperação psicofisiológica.
Qual o tempo mínimo de pausa para trabalhadores em jornada de até 6h na NR 36?;Pausa de 20 minutos, computada como tempo de trabalho efetivo.
Qual o tempo mínimo de pausa para trabalhadores em jornada acima de 6h até 7h20 na NR 36?;Pausa de 45 minutos (podendo ser fracionada), além do intervalo para refeição.
Qual o tempo mínimo de pausa para jornadas superiores a 7h20 na NR 36?;Pausa de 60 minutos (podendo ser fracionada), além do intervalo para refeição e descanso.
V ou F: As pausas da NR 36 podem ser fracionadas.;Verdadeiro. As pausas podem ser fracionadas, desde que não inferiores a 10 minutos cada.
V ou F: As pausas da NR 36 são computadas como tempo de trabalho efetivo.;Verdadeiro. As pausas previstas na NR 36 são computadas como tempo de trabalho efetivo.
O que é rodízio de atividades segundo a NR 36?;É a alternância de atividades com demandas ergonômicas distintas para reduzir a sobrecarga em grupos musculares e estruturas anatômicas.
V ou F: O rodízio de atividades substitui as pausas obrigatórias da NR 36.;Falso. O rodízio não substitui as pausas, que continuam sendo obrigatórias.
Quem deve definir os rodízios de atividades na NR 36?;Profissional do SESMT ou da ergonomia, com base na avaliação ergonômica das atividades.
Quais requisitos mínimos devem ter os assentos nos postos de trabalho da NR 36?;Altura ajustável, sistemas de ajuste acessíveis, pouca conformação na base, borda frontal arredondada e encosto adaptado para proteção lombar.
V ou F: Na NR 36, os postos de trabalho devem ser planejados para permitir alternância entre posição sentada e em pé.;Verdadeiro. O mobiliário deve possibilitar a alternância postural sentado/em pé conforme a atividade.
V ou F: A NR 36 exige que a temperatura nos ambientes de trabalho seja confortável.;Verdadeiro. Devem ser adotadas medidas de controle do conforto térmico nos postos de trabalho, complementadas pela NR 17.
Qual a temperatura que define ambiente artificialmente frio conforme referência da NR 36?;Temperaturas iguais ou inferiores a 15°C são consideradas artificialmente frias.
V ou F: Em ambientes com temperatura igual ou inferior a -18°C, a NR 36 limita o tempo de permanência.;Verdadeiro. A permanência deve ser limitada com períodos de recuperação térmica fora do ambiente frio.
Qual é a responsabilidade do empregador quanto à higienização das vestimentas de trabalho na NR 36?;A higienização é responsabilidade do empregador, pois requer procedimentos ou produtos diferentes dos utilizados para vestimentas de uso comum (art. 456-A, CLT).
V ou F: A NR 36 permite o uso de vagonetes para transporte de materiais.;Verdadeiro. A NR 36 permite o uso de vagonetes, porém com limitações quanto ao esforço físico exigido.
V ou F: A NR 36 exige que máquinas de serra de fita tenham proteção na área de corte.;Verdadeiro. O acesso à área de corte deve ser impedido por medidas de proteção, conforme Anexo II da NR 36.
Quando se usa vestimenta de manga longa na serra de fita (NR 36), qual exigência deve ser observada?;A vestimenta deve ter fechamento no punho para evitar que seja tracionada pela máquina.
V ou F: A NR 36 não determina parâmetros quantitativos de conforto térmico e acústico.;Verdadeiro. Nesse caso, a norma deve ser complementada pela NR 17.
Qual norma complementa a NR 36 em relação a questões ergonômicas nos postos de trabalho?;A NR 17 (Ergonomia) complementa a NR 36 em aspectos de mobiliário, conforto térmico e acústico.
V ou F: Na NR 36, os sistemas de avaliação de desempenho devem considerar as repercussões sobre a saúde dos trabalhadores.;Verdadeiro. Conforme item 17.4.4 da NR 17, aplicável à NR 36.
V ou F: Na NR 36, é permitido que a supervisão acelere a nória sem medidas de reorganização das tarefas.;Falso. Ao aumento de exigências de desempenho devem corresponder medidas de reorganização compatíveis com a capacidade dos trabalhadores.
O que a NR 36 exige quanto à qualidade do ar em ambientes climatizados artificialmente?;A qualidade do ar deve atender à legislação vigente (ABNT NBR 17037:2023), garantindo renovação adequada do ar.
V ou F: A NR 36 exige a realização de Avaliação Ergonômica Preliminar.;Verdadeiro. A organização deve realizar Avaliação Ergonômica Preliminar e, quando indicado, Análise Ergonômica do Trabalho (AET).
Qual é o risco associado ao uso de amônia em sistemas de refrigeração industrial na NR 36?;Intoxicação aguda e crônica. A NR 36 exige medidas de proteção coletiva como detecção de vazamentos, lava-olhos, chuveiros de emergência e sprinklers.
V ou F: A NR 36 abrange também atividades em aviários.;Verdadeiro. A NR 36 abrange o abate e processamento de carnes de todas as espécies, incluindo aves.
Qual é o limite máximo de linhas na NR 36 para que um arquivo seja considerado grande?;800 linhas é o limite máximo recomendado por arquivo (regra de codificação, não da NR).
V ou F: Na NR 36, a seleção de EPI deve considerar a compatibilidade quando há uso simultâneo de vários equipamentos.;Verdadeiro. Conforme NR 6, item 6.5.2, alínea 'g', reforçado pela NR 36.
Quais agentes de risco estão presentes nas atividades de abate e processamento (NR 36)?;Agentes físicos (frio, calor, ruído, vibração), químicos (amônia, poeiras), biológicos, ergonômicos e de acidentes com máquinas.
V ou F: Na NR 36, as pausas devem ser usufruídas fora dos locais de trabalho em ambientes adequados.;Verdadeiro. As pausas devem ser em ambientes com conforto térmico e acústico, com assentos e acesso a água potável.
Qual a principal finalidade das pausas obrigatórias na NR 36?;Permitir a recuperação psicofisiológica dos trabalhadores, prevenindo lesões musculoesqueléticas e fadiga.
