front;back
Qual é o objetivo principal da NR 18?;Estabelecer diretrizes de ordem administrativa, de planejamento e de organização, visando medidas de controle e sistemas preventivos de segurança na indústria da construção.
Quais são as três principais causas de acidentes na indústria da construção?;Queda de altura, soterramento e choque elétrico.
A NR 18 é uma norma geral ou setorial?;Setorial, pois trata de atividade econômica específica: a indústria da construção.
Quais os três segmentos abrangidos pela indústria da construção na NR 18?;Construção de edificações, obras de infraestrutura e serviços especializados para construção.
Quantos anexos possui a NR 18 em sua redação atual?;Dois anexos: Anexo I (Capacitação) e Anexo II (Cabos de aço e de fibra sintética).
V ou F: O PCMAT ainda é obrigatório na redação atual da NR 18.;Falso. O PCMAT foi substituído pelo PGR (Programa de Gerenciamento de Riscos), conforme NR 1.
Qual programa substituiu o PCMAT na NR 18 atualizada?;O Programa de Gerenciamento de Riscos (PGR), conforme disposto na NR 1.
V ou F: O PGR deve ser elaborado por obra, independentemente da quantidade de trabalhadores.;Verdadeiro. Para toda obra deve ser elaborado e implementado um PGR.
Quais são as diretrizes de ordem administrativa citadas na NR 18?;Comunicação Prévia de Obra e registro das ações de manutenção preventivas, corretivas e de inspeção dos equipamentos de guindar.
O que é a Comunicação Prévia de Obra?;Comunicação obrigatória feita antes do início das atividades, por sistema informatizado da SIT, para subsidiar o planejamento das fiscalizações.
A Comunicação Prévia de Obra deve ser feita antes ou depois do início das atividades?;Antes do início das atividades.
V ou F: A responsabilidade pela Comunicação Prévia de Obra se estende às empresas contratadas.;Falso. A responsabilidade NÃO se estende às contratadas, cabendo apenas à organização responsável pela obra.
V ou F: Atividades como análise geológica e perfurações já caracterizam início das atividades da obra.;Verdadeiro. Já requerem a Comunicação Prévia à SIT.
O que acontece se a organização não realizar a Comunicação Prévia de Obra?;Caracteriza infração à legislação de segurança e saúde, sujeitando a organização à autuação.
O PGR deve ser mantido atualizado de acordo com qual critério?;De acordo com a etapa em que se encontram a obra e o canteiro de obras.
V ou F: O PGR da obra precisa ser registrado ou homologado na SRT.;Falso. Não precisa ser registrado nem homologado na SRT.
V ou F: O PGR deve ser elaborado antes do início da obra.;Verdadeiro. É um documento dinâmico que pode ser atualizado conforme a obra avança.
Quais são os quatro projetos obrigatórios que devem constar no PGR da obra?;Projeto da área de vivência, projeto elétrico das instalações temporárias, projetos dos sistemas de proteção coletiva e projetos dos SPIQ (quando aplicável).
O que é SPIQ?;Sistema de Proteção Individual contra Quedas.
Quem deve elaborar os projetos obrigatórios do PGR?;Profissionais legalmente habilitados (engenheiros com registro no CREA).
V ou F: O projeto elétrico das instalações temporárias pode ser elaborado por qualquer engenheiro.;Falso. Deve ser elaborado por engenheiro eletricista, conforme resoluções do CREA.
Quem é o responsável pela elaboração do PGR da obra, regra geral?;Profissional legalmente habilitado em segurança do trabalho (engenheiro de segurança do trabalho).
Em qual situação o PGR pode ser elaborado por profissional qualificado (técnico de segurança)?;Canteiros de obras com até 7 metros de altura E no máximo 10 trabalhadores (ambas as condições devem estar presentes).
V ou F: Se a obra tem 8 metros de altura e 5 trabalhadores, o PGR pode ser elaborado por técnico de segurança.;Falso. Ultrapassa 7 metros de altura, portanto o PGR deve ser elaborado por profissional legalmente habilitado.
V ou F: Se a obra tem 6 metros e 12 trabalhadores, o PGR pode ser feito por técnico de segurança.;Falso. Excede 10 trabalhadores, portanto exige profissional legalmente habilitado.
Quem é responsável pela implementação do PGR?;A organização responsável pela obra, em qualquer caso.
O que as empresas contratadas devem fornecer ao contratante quanto ao PGR?;O inventário de riscos ocupacionais específicos de suas atividades, que deve ser contemplado no PGR do canteiro de obras.
O que deve constar no PGR quanto aos EPIs?;A relação dos EPIs com suas especificações técnicas e o número do Certificado de Aprovação (CA), de acordo com os riscos ocupacionais existentes.
V ou F: Basta indicar genericamente 'calçado de segurança' no PGR.;Falso. Deve indicar o número do CA ou nível de desempenho requerido, não bastando indicação genérica.
O que são as 'soluções alternativas' previstas na NR 18?;Medidas de prevenção além das determinadas pela norma, adotadas pelas empresas construtoras para acompanhar a evolução tecnológica.
Qual requisito prévio para início de tarefas com soluções alternativas?;Autorização especial, precedida de análise de risco e permissão de trabalho.
V ou F: A empresa que adota soluções alternativas deve estar registrada no sistema CONFEA/CREA.;Verdadeiro. Sob responsabilidade de profissional legalmente habilitado em segurança do trabalho.
Qual é a finalidade das áreas de vivência?;Suprir as necessidades básicas humanas de alimentação, higiene, descanso e lazer.
V ou F: As áreas de vivência devem ficar fisicamente separadas das áreas laborais.;Verdadeiro.
Quais instalações devem estar presentes nas áreas de vivência?;Instalação sanitária, vestiário, local para refeição e alojamento (quando houver trabalhador alojado).
Quais os quatro itens básicos de uma instalação sanitária na NR 18?;Lavatório, bacia sanitária sifonada com assento e tampo, mictório e chuveiro.
V ou F: É permitido o uso de bacia turca nos canteiros de obra.;Falso. A exigência de bacia sifonada com assento e tampo elimina a possibilidade de uso de bacia turca.
Qual o dimensionamento de instalações sanitárias (conjunto) por trabalhadores?;1 conjunto (lavatório/bacia/mictório) para cada grupo de 20 trabalhadores ou fração.
Qual o dimensionamento de chuveiros por trabalhadores?;1 chuveiro para cada grupo de 10 trabalhadores ou fração.
Para 31 trabalhadores, quantos conjuntos sanitários e chuveiros são necessários?;2 conjuntos sanitários (31/20 = 1,55 → 2) e 4 chuveiros (31/10 = 3,1 → 4).
V ou F: Os chuveiros no canteiro de obras devem ter apenas água fria.;Falso. Todos os chuveiros devem ter água quente e fria, conforme complementação pela NR 24.
Qual a distância máxima do posto de trabalho até a instalação sanitária mais próxima?;150 metros.
V ou F: A NR 18 dispensa a observância da NR 24 quanto às áreas de vivência.;Falso. As disposições da NR 18 devem ser complementadas pelo disposto na NR 24.
Qual norma complementa a NR 18 quanto aos detalhamentos das áreas de vivência?;NR 24 – Condições Sanitárias e de Conforto nos Locais de Trabalho.
V ou F: É permitida a utilização de contêiner de transporte de cargas em áreas de vivência sem restrições.;Falso. Exige-se laudo de condições técnicas e ambientais (ausência de riscos químicos, biológicos e físicos) e cumprimento do capítulo 18.5.
V ou F: Contêiner usado como quarto com beliche é dispensado da altura mínima de pé direito da NR 24.;Falso. A dispensa de altura mínima NÃO se aplica quando utilizado como quarto de dormitório com beliche.
Quem deve vedar o ingresso de trabalhadores sem as medidas de proteção no canteiro?;A organização responsável pela obra.
V ou F: Somente trabalhadores próprios precisam estar resguardados pelas medidas da NR 18.;Falso. Todos os trabalhadores, próprios ou terceiros, devem estar resguardados.
V ou F: A NR 18 se aplica exclusivamente a empresas cujo objeto social é a construção civil.;Falso. Se estende a quem realiza demolição, reparo, pintura, limpeza e manutenção de edifícios, independentemente do objeto social.
Em qual dispositivo administrativo se baseou a extensão da NR 18 a outras atividades?;Precedente Administrativo 66 da Inspeção do Trabalho.
Quais atividades, além das do Quadro I da NR 4, são consideradas da indústria da construção?;Demolição, reparo, pintura, limpeza e manutenção de edifícios, manutenção de obras de urbanização e paisagismo.
Qual o grau de risco da atividade 'Construção de rodovias e ferrovias'?;Grau de risco 4.
Qual o grau de risco da atividade 'Construção de edifícios'?;Grau de risco 3.
Qual o grau de risco de 'Incorporação de empreendimentos imobiliários'?;Grau de risco 1.
Qual o grau de risco de 'Demolição e preparação de canteiros de obras'?;Grau de risco 4.
Qual o grau de risco de 'Instalações elétricas' na construção?;Grau de risco 3.
Qual o grau de risco de 'Obras de fundações'?;Grau de risco 4.
V ou F: Instalações elétricas e hidráulicas são consideradas atividades da indústria da construção.;Verdadeiro.
V ou F: Obras de arte especiais incluem pontes, viadutos, túneis e passarelas.;Verdadeiro.
V ou F: A atual NR 18 possui caráter quantitativo, com número fixo de trabalhadores para exigências.;Falso. A redação atual tem caráter qualitativo, e não quantitativo.
O que significa dizer que a NR 18 é 'orientada a projeto'?;Que a norma torna obrigatória a participação de profissionais legalmente habilitados em todas as fases da obra, incluindo projeto e demolição.
V ou F: Frentes de trabalho devem ser consideradas na elaboração do PGR.;Verdadeiro. Exemplos: obras de sistemas viários, pavimentação, capina e pintura de meio-fio.
O que são frentes de trabalho no contexto da NR 18?;Locais de execução de serviços que se deslocam ao longo da obra, como construção de rodovias e pavimentação asfáltica.
Qual a altura mínima de pé direito exigida pela NR 24 que pode ser dispensada em contêiner?;A altura mínima prevista no item 24.9.7.1 da NR 24, dispensada apenas se o contêiner NÃO for usado como quarto com beliche.
V ou F: A proteção contra quedas é uma das medidas que devem constar nos projetos do PGR.;Verdadeiro. Devem constar projetos dos sistemas de proteção coletiva e projetos dos SPIQ.
O que deve conter o projeto de proteção coletiva contra quedas no PGR?;Dimensionamento, especificações técnicas dos materiais e detalhamento da instalação (ex: sistema guarda-corpo e rodapé).
V ou F: Uma indicação genérica como 'instalar guarda-corpo na periferia' é suficiente no PGR.;Falso. Deve ser complementada com projeto, dimensionamento e especificações técnicas dos materiais.
Para que serve o inventário de riscos no PGR da obra?;Para identificar todos os riscos ocupacionais na antecipação e no reconhecimento, definindo medidas de prevenção/proteção para cada um.
V ou F: O PGR é um documento estático que não pode ser alterado após a elaboração.;Falso. É um documento dinâmico que pode sofrer modificações à medida que a obra avança.
Qual a condição para execução de qualquer etapa da obra quanto ao PGR?;Nenhuma etapa deve ser executada sem a identificação dos riscos envolvidos e respectivas medidas de controle constantes no PGR.
V ou F: As soluções alternativas devem propiciar avanço tecnológico em segurança.;Verdadeiro. É uma das condições obrigatórias para implementação de soluções alternativas.
Qual documentação deve acompanhar as soluções alternativas no PGR?;Memórias de cálculo, especificações técnicas e procedimentos de trabalho.
O que deve conter nos procedimentos de trabalho para soluções alternativas?;Riscos ocupacionais, descrição dos EPC, identificação dos EPI, procedimentos de uso e medidas de prevenção prescritas por profissional habilitado.
V ou F: A NR 18 exige apenas o layout da área de vivência.;Falso. A redação atual exige o projeto da área de vivência, e não simplesmente seu layout.
Quem é responsável por elaborar o projeto da área de vivência?;Profissional legalmente habilitado (engenheiro com registro no CREA).
Qual o limite de trabalhadores para cálculo da área mínima de vestiário?;Até 750 trabalhadores aplica-se a fórmula. Acima disso, mínimo de 0,75 m² por trabalhador.
Qual a fórmula para calcular a área mínima do vestiário por trabalhador?;Área mínima = 1,5 − (nº de trabalhadores / 1000) m², até o limite de 750 trabalhadores.
V ou F: Para obras com mais de 750 trabalhadores, a área mínima do vestiário é de 0,75 m² por trabalhador.;Verdadeiro.
Qual é o sistema de proteção contra quedas mais comum em obras de construção?;Sistema guarda-corpo e rodapé (SGCR), instalado na periferia dos pavimentos e aberturas.
V ou F: O EPI utilizado na construção civil deve possuir Certificado de Aprovação (CA) válido.;Verdadeiro. Deve ser adequado aos riscos e atender ao disposto na NR 6.
Quais EPIs são mais utilizados na indústria da construção?;Capacete de segurança, cinto de segurança (tipo paraquedista), calçado de segurança, óculos de proteção e protetor auricular.
V ou F: O cinto de segurança tipo abdominal é adequado para trabalho em altura na construção.;Falso. Para trabalho em altura deve ser utilizado cinto de segurança tipo paraquedista, conectado a sistema de ancoragem.
Em que consiste a demolição segura conforme a NR 18?;Deve ser planejada e executada por profissional legalmente habilitado, precedida de análise das condições estruturais, desligamento de redes e isolamento da área.
V ou F: A demolição pode ser iniciada sem vistoria prévia da estrutura.;Falso. É obrigatória a análise prévia das condições estruturais antes de iniciar a demolição.
Quais medidas são necessárias antes de iniciar uma demolição?;Desligamento de instalações (elétrica, hidráulica, gás), isolamento da área, remoção de materiais tóxicos e análise estrutural.
V ou F: Escavações com mais de 1,25 m de profundidade devem ter medidas de proteção contra desmoronamento.;Verdadeiro. Devem ser escoradas ou ter taludes estabilizados.
Qual a distância mínima para deposição de materiais junto às bordas de escavações?;Os materiais retirados devem ser depositados a uma distância superior à metade da profundidade da escavação, medida a partir da borda.
V ou F: Em escavações, deve haver rampa ou escada para saída rápida dos trabalhadores.;Verdadeiro. Deve haver meio seguro de saída para os trabalhadores no interior da escavação.
Qual a principal medida de proteção coletiva para periferias de lajes em construção?;Instalação de sistema guarda-corpo e rodapé (SGCR) em toda a periferia com risco de queda.
O que são andaimes e qual sua função na construção civil?;São plataformas de trabalho provisórias, elevadas, destinadas a apoiar trabalhadores e materiais durante a execução de serviços em altura.
V ou F: Andaimes podem ser montados sem projeto quando possuem até 2 metros de altura.;Falso. Andaimes devem ser projetados e montados conforme instruções do fabricante ou por profissional habilitado.
Quais os tipos principais de andaimes utilizados na construção?;Andaimes fachadeiros (modulares), suspensos (balancins), apoiados e em balanço.
V ou F: Andaimes suspensos devem possuir sistema de fixação independente da estrutura de sustentação.;Verdadeiro. Devem ter cabo de segurança independente com trava-quedas acoplado ao cinto do trabalhador.
Qual é o requisito para movimentação de cargas com equipamentos de guindar?;Devem ser operados por trabalhador qualificado/habilitado, com registro das manutenções preventivas, corretivas e inspeções.
V ou F: É permitida a permanência de trabalhadores sob cargas suspensas.;Falso. É proibida a permanência ou circulação de pessoas sob cargas suspensas.
Qual cuidado deve ser observado com as instalações elétricas no canteiro de obras?;Devem ser executadas conforme projeto elaborado por profissional habilitado, com proteção contra choques, aterramento e dispositivos de segurança.
V ou F: As instalações elétricas temporárias do canteiro dispensam projeto específico.;Falso. Exige-se projeto elétrico das instalações temporárias elaborado por engenheiro eletricista.
Qual a principal proteção em máquinas e equipamentos no canteiro de obras?;Devem possuir proteções nas partes móveis, dispositivos de segurança e ser operados somente por trabalhadores qualificados.
V ou F: Operadores de máquinas pesadas na construção civil precisam de capacitação específica.;Verdadeiro. Devem ser qualificados conforme o Anexo I da NR 18.
Qual a finalidade do Anexo I da NR 18?;Estabelecer carga horária, periodicidade e conteúdo programático das capacitações obrigatórias.
Qual a finalidade do Anexo II da NR 18?;Estabelecer requisitos para cabos de aço e de fibra sintética utilizados na construção.
A quem compete a comunicação prévia de obra: contratante ou contratada?;À organização responsável pela obra (contratante), não às contratadas.
V ou F: Carpintaria e armações de aço são setores com riscos específicos que exigem organização.;Verdadeiro. São exemplos de setores que exigem sinalização de segurança e medidas organizacionais.
V ou F: A NR 18 se aplica a obras de urbanização e paisagismo.;Verdadeiro. Independentemente do objeto social da empresa executora.
Qual a principal medida de proteção para trabalhadores em telhados e coberturas?;Uso de sistema de proteção contra quedas (SPIQ), com linha de vida e cinto tipo paraquedista.
