front;back
Qual o objetivo da NR-6?;Estabelecer requisitos para aprovação, comercialização, fornecimento e utilização de Equipamentos de Proteção Individual (EPI).
O que é EPI segundo a NR-6?;Dispositivo ou produto de uso individual utilizado pelo trabalhador, concebido e fabricado para oferecer proteção contra riscos ocupacionais existentes no ambiente de trabalho.
V ou F: A lista de EPIs do Anexo I da NR-6 é exemplificativa.;Falso. A lista é exaustiva — somente os EPIs constantes no Anexo I podem ter CA emitido.
O que é o Certificado de Aprovação (CA)?;Certificado obrigatório que todo EPI deve possuir para ser comercializado e/ou utilizado no Brasil.
V ou F: EPIs importados não precisam de CA.;Falso. Tanto EPIs nacionais quanto importados devem possuir CA para serem comercializados no Brasil.
Quem pode solicitar a emissão do CA?;Fabricantes e importadores de EPI estabelecidos em território nacional.
O que é fabricante de EPI para fins da NR-6?;Pessoa jurídica em território nacional que fabrica ou manda fabricar o EPI, assumindo responsabilidade pela fabricação, desempenho, garantia e assistência técnica pós-venda.
O que é importador de EPI para fins da NR-6?;Pessoa jurídica em território nacional que importa e assume responsabilidade pela comercialização, desempenho, garantia e assistência técnica pós-venda do EPI.
Quem se equipara ao importador de EPI?;O adquirente da importação por conta e ordem de terceiro e o encomendante predeterminado da importação por encomenda.
Qual a diferença entre EPI tipo produto e EPI tipo dispositivo?;Produto: aplicado sobre a pele (ex: creme protetor), Dispositivo: usado sobre o corpo ou partes do corpo do trabalhador.
Quando o creme protetor passou a ser considerado EPI?;Em 1994, com a Portaria SSST 26/1994, mas a alteração conceitual (produto ou dispositivo) só ocorreu em 2001.
V ou F: O EPI elimina os riscos do ambiente de trabalho.;Falso. O EPI não elimina riscos, protege o trabalhador contra a exposição a riscos residuais.
V ou F: O EPI evita acidentes.;Falso. O EPI não evita acidentes, apenas minimiza as consequências da exposição ao risco.
Por que o EPI é a última opção na hierarquia de medidas de prevenção?;Porque pressupõe exposição direta do trabalhador ao risco — se falhar, o trabalhador sofre todas as consequências.
Qual a hierarquia das medidas de prevenção antes do EPI?;1º Eliminação do risco, 2º Proteção coletiva, 3º Medidas administrativas/organização do trabalho, 4º EPI.
Em quais situações o EPI deve ser fornecido?;Quando inviável a proteção coletiva, quando esta não é suficiente, em fase de implantação, em caráter complementar ou emergencial.
V ou F: O EPI deve ser fornecido também durante a implantação de medidas de proteção coletiva.;Verdadeiro.
O que é Equipamento Conjugado de Proteção Individual (ECPI)?;EPI composto por vários dispositivos que o fabricante conjugou para proteger contra um ou mais riscos, com um único CA.
Quem pode conjugar dispositivos para formar um ECPI?;Somente o fabricante. O empregador não pode fazer associações por conta própria.
V ou F: O ECPI possui vários CAs, um para cada dispositivo.;Falso. O ECPI possui um único Certificado de Aprovação.
Cite exemplos de ECPI.;Capacete conjugado com protetor facial, capacete conjugado com protetor auditivo.
V ou F: Um ECPI pode ter dispositivos de diferentes fabricantes.;Verdadeiro, desde que o detentor do CA do outro dispositivo autorize a utilização para integrar o equipamento conjugado.
