front;back
Qual o percentual do adicional de periculosidade sobre o salário-base?;30% sobre o salário-base do empregado, sem os acréscimos resultantes de gratificações, prêmios ou participações nos lucros.
V ou F: O adicional de periculosidade incide sobre o salário com todos os adicionais.;FALSO. Incide apenas sobre o salário-base, excluídos gratificações, prêmios e participações nos lucros da empresa.
Quais atividades são consideradas perigosas pelo art. 193 da CLT?;Explosivos, inflamáveis, energia elétrica, roubos/violência física (segurança pessoal ou patrimonial) e motocicleta.
V ou F: Radiações ionizantes estão expressamente previstas no art. 193 da CLT.;FALSO. Não constam no rol do art. 193. O adicional decorre de portarias específicas e jurisprudência (OJ-SDI1-345 do TST).
Qual a base legal do adicional de periculosidade?;Art. 193 da CLT e NR-16, aprovada pela Portaria 3.214/1978 do MTE.
O empregado pode receber insalubridade e periculosidade ao mesmo tempo?;Não. O empregado deve optar pelo adicional que lhe for mais favorável (art. 193, §2º da CLT).
V ou F: É possível cumular adicional de insalubridade com periculosidade.;FALSO pela CLT (art. 193, §2º). O empregado opta por um deles. Obs.: STF (Tema 1.203) confirmou a impossibilidade de cumulação.
V ou F: A periculosidade é inerente à atividade, não ao agente.;VERDADEIRO. Diferente da insalubridade (ligada ao agente nocivo), a periculosidade se vincula à atividade ou operação perigosa.
Quem pode caracterizar ou descaracterizar a periculosidade no ambiente de trabalho?;Engenheiro de Segurança do Trabalho ou Médico do Trabalho, mediante laudo técnico (perícia).
V ou F: O uso de EPI elimina o adicional de periculosidade.;FALSO. O uso de EPI não descaracteriza a periculosidade, pois o risco permanece (regra geral da NR-16).
Qual a exceção em que medidas de proteção coletiva podem descaracterizar a periculosidade?;No Sistema Elétrico de Consumo (SEC), conforme Portaria 1.078/2014, medidas coletivas do item 10.2.8 da NR-10 podem eliminar o risco.
V ou F: Medidas de proteção coletiva descaracterizam a periculosidade no Sistema Elétrico de Potência.;FALSO. A exceção de descaracterização por medidas coletivas aplica-se apenas ao Sistema Elétrico de Consumo, não ao de Potência.
O que é considerado exposição permanente para fins de periculosidade?;Trabalho habitual na área de risco ou em condição de risco, de forma não eventual.
V ou F: Exposição eventual ou por tempo extremamente reduzido gera direito ao adicional de periculosidade.;FALSO. A Súmula 364 do TST determina que exposição eventual ou por tempo extremamente reduzido não gera o adicional.
Qual o teor da Súmula 364 do TST sobre periculosidade?;Tem direito ao adicional o empregado exposto permanentemente ou de forma intermitente. Exposição eventual ou por tempo extremamente reduzido não gera o direito.
Qual a diferença entre exposição intermitente e eventual para periculosidade?;Intermitente: contato repetido, em intervalos regulares — gera adicional. Eventual: contato fortuito, acidental, sem habitualidade — não gera.
V ou F: O contato intermitente com agente perigoso gera direito ao adicional integral de 30%.;VERDADEIRO. Desde a nova redação da Súmula 364 do TST, a exposição intermitente gera adicional integral, não proporcional.
V ou F: É possível pagamento proporcional do adicional de periculosidade conforme o tempo de exposição.;FALSO. Não há proporcionalidade. O adicional é de 30% integral ou não é devido (Súmula 364 do TST cancelou o inciso II).
O que é área de risco para fins da NR-16?;É a área delimitada no entorno de atividades ou operações perigosas, onde a presença do trabalhador caracteriza exposição ao risco.
Qual o Anexo da NR-16 que trata de explosivos?;Anexo 1 — Atividades e Operações Perigosas com Explosivos.
Qual o Anexo da NR-16 que trata de inflamáveis?;Anexo 2 — Atividades e Operações Perigosas com Inflamáveis.
Qual o Anexo da NR-16 que trata de segurança pessoal ou patrimonial?;Anexo 3 — Atividades e Operações Perigosas com Exposição a Roubos ou Outras Espécies de Violência Física.
Qual o Anexo da NR-16 que trata de energia elétrica?;Anexo 4 — Atividades e Operações Perigosas com Energia Elétrica.
Qual o Anexo da NR-16 que tratava de motocicleta?;Anexo 5 — Atividades Perigosas em Motocicleta (aprovado pela Portaria 1.565/2014, declarado nulo pelo TRF-1 em 2023).
V ou F: O Anexo 5 da NR-16 (motocicleta) está atualmente em vigor.;FALSO. Foi declarado nulo por decisão do TRF da 1ª Região (2023) por inobservância do Devido Processo Legal na elaboração.
O que aconteceu com o art. 193, §4º da CLT após a nulidade do Anexo 5?;O dispositivo legal permanece vigente, apenas carece de nova regulamentação. Não há anexo da NR-16 regulamentando motocicleta atualmente.
Quais trabalhadores em motocicleta teriam direito ao adicional pelo antigo Anexo 5?;Empregados que utilizam motocicleta ou motoneta no deslocamento para o trabalho em vias públicas, de forma habitual.
O que são atividades perigosas com explosivos segundo a NR-16?;Atividades de fabricação, transporte, manuseio, armazenamento, detonação e verificação de desfogo de explosivos.
V ou F: Qualquer trabalhador que ingresse em área de armazenamento de explosivos recebe periculosidade.;VERDADEIRO. A simples presença na área de risco de armazenamento de explosivos caracteriza a periculosidade.
O que delimita a área de risco no Anexo de explosivos da NR-16?;O raio definido nas tabelas da NR-16, que varia conforme a quantidade de explosivo armazenado.
V ou F: Operações de transporte de explosivos geram periculosidade apenas ao motorista.;FALSO. Todos que participam da operação de transporte (motorista, ajudantes, escolta) têm direito ao adicional.
Quais líquidos são considerados inflamáveis para a NR-16?;Líquidos com ponto de fulgor inferior a 70°C (setenta graus Celsius), conforme classificação da NR-16.
V ou F: Diesel é classificado como inflamável pela NR-16.;Depende: o diesel comum tem ponto de fulgor acima de 70°C, mas a NR-16 inclui combustíveis líquidos em geral nas operações de transporte e armazenamento.
V ou F: Gás Liquefeito de Petróleo (GLP) é considerado inflamável pela NR-16.;VERDADEIRO. GLP é gás inflamável e está contemplado nas atividades perigosas do Anexo 2.
Qual a regra sobre tanques de combustível de veículos e periculosidade?;Quantidades em tanques originais de fábrica/suplementares para consumo próprio de veículos, máquinas e equipamentos NÃO geram periculosidade.
V ou F: O combustível no tanque original do caminhão gera periculosidade ao motorista.;FALSO. Tanques de combustível originais de fábrica e suplementares para consumo próprio não são considerados para fins de periculosidade.
O frentista de posto de gasolina tem direito a periculosidade?;Sim. O contato com inflamáveis em operações de abastecimento caracteriza atividade perigosa.
V ou F: Trabalhador em escritório que fica acima de tanques subterrâneos de posto recebe periculosidade.;Depende: se o local de trabalho está dentro da área de risco delimitada pela NR-16, é devido o adicional.
O que é a área de risco para líquidos inflamáveis?;Área delimitada (círculo com raio definido) ao redor de tanques, bombas, vasos ou locais de armazenamento/transferência de inflamáveis.
