front;back
V ou F: Na NR 36, trabalhadores de câmaras frias devem usar EPI adequado ao frio.;Verdadeiro. A organização deve fornecer vestimentas e EPI adequados ao trabalho em baixas temperaturas.
Qual o objetivo da NR 37?;Estabelecer requisitos de segurança, saúde e condições de vivência no trabalho a bordo de plataformas de petróleo em operação nas Águas Jurisdicionais Brasileiras (AJB).
O que são Águas Jurisdicionais Brasileiras (AJB) para fins da NR 37?;São as águas interiores e espaços marítimos nos quais o Brasil exerce jurisdição sobre atividades, pessoas, instalações e recursos naturais.
V ou F: A NR 37 se aplica tanto a plataformas nacionais quanto estrangeiras operando nas AJB.;Verdadeiro. A norma se aplica a plataformas nacionais e estrangeiras, bem como às UMS autorizadas a operar nas AJB.
V ou F: A NR 37 se aplica a embarcações de apoio marítimo.;Falso. A NR 37 não se aplica a embarcações de apoio marítimo, de levantamento sísmico e de operação de mergulho.
O que é uma UMS na NR 37?;Unidade de Manutenção e Segurança: embarcação dedicada à manutenção, construção e montagem de plataformas, com gangway para interligação.
Qual etapa do ciclo do petróleo a NR 37 abrange?;A etapa de Exploração e Produção (E&P), incluindo perfuração, produção, intervenção, armazenamento e transferência.
O que é o operador do contrato na NR 37?;Empresa detentora de direitos de exploração e produção com contrato com a ANP, responsável pela condução de todas as atividades.
O que é a operadora da instalação na NR 37?;Empresa responsável pelo gerenciamento e execução de todas as operações e atividades de uma plataforma.
V ou F: A operadora da instalação deve garantir acesso à plataforma para Auditores-Fiscais do Trabalho.;Verdadeiro. Deve garantir o acesso pelos meios usuais de transporte, sem ônus para a inspeção do trabalho.
Por quanto tempo devem ser mantidas as informações de controle de acesso à plataforma (NR 37)?;Por pelo menos 12 meses, em meio físico ou digital.
O que é a Declaração da Instalação Marítima (DIM)?;Documento protocolizado pela operadora da instalação contendo informações sobre a plataforma (localização, tipo de operação, número máximo de trabalhadores).
Qual o prazo mínimo para protocolizar a DIM antes do início das operações?;No mínimo 90 dias antes do início da operação de perfuração, do final da ancoragem ou do término da montagem.
Em até quantos dias a operadora deve atualizar a DIM após mudanças?;Até 30 dias após a efetivação de mudanças nas informações. Em caso de mudança de locação, antes do início do deslocamento.
V ou F: O PGR na NR 37 deve ser elaborado por plataforma.;Verdadeiro. A operadora e as prestadoras de serviços permanentes devem elaborar seus respectivos PGR por plataforma.
Qual a periodicidade máxima para revisão da análise de riscos das instalações e processos (NR 37)?;A cada 5 anos, no máximo.
V ou F: Na NR 37, o trabalhador pode interromper a tarefa quando constatar risco grave e iminente.;Verdadeiro. É direito do trabalhador interromper a tarefa ao constatar evidência de risco grave e iminente.
O que é acidente ampliado na NR 37?;É um incidente com potencial de causar danos graves ao meio ambiente, à saúde, prejuízos materiais ou interrupção das operações por mais de 24 horas.
O que é a CIPLAT?;Comissão Interna de Prevenção de Acidentes em Plataformas, equivalente à CIPA nas plataformas de petróleo.
V ou F: A plataforma habitada deve possuir profissional de saúde embarcado.;Verdadeiro. Deve ter profissional de saúde registrado no conselho de classe para prestar assistência e primeiros socorros.
V ou F: O PCMSO na NR 37 deve ser elaborado por plataforma.;Verdadeiro. A operadora e cada prestadora de serviços permanentes devem elaborar PCMSO por plataforma.
Quais são os principais riscos psicossociais em plataformas de petróleo (NR 37)?;Jornada prolongada, trabalho em turnos/noturno, confinamento, isolamento familiar, espaços exíguos e conflito entre metas de produção e segurança.
V ou F: Plataformas estrangeiras com operação temporária de até 6 meses podem atender convenções internacionais em vez da NR 37.;Verdadeiro. Desde que não adequadas à NR 37, devem atender convenções internacionais e ser certificadas por sociedade classificadora.
Quem deve participar das análises de riscos da plataforma (NR 37)?;Ao menos um profissional de segurança do SESMT lotado a bordo e um trabalhador com experiência na instalação.
V ou F: Na NR 37, o programa de promoção em saúde deve incluir medidas para mitigar fatores de riscos psicossociais.;Verdadeiro. Deve incluir prevenção de assédio moral, sexual e outros constrangimentos.
V ou F: Na NR 37, plataformas interligadas de maneira permanente são consideradas uma única instalação.;Verdadeiro. Para fins de aplicação da NR 37, plataformas interligadas permanentemente são uma única instalação marítima.
O que é a permissão de trabalho na NR 37?;Documento que autoriza a execução de serviços considerados perigosos, devendo ser previamente aprovada pela operadora da instalação.
Em caso de emergência com mudança de locação, em até quantos dias a DIM deve ser atualizada?;Em até 7 dias corridos após a ocorrência do sinistro, com cópia da comunicação do incidente.
Quais os principais riscos físicos em plataformas de petróleo (NR 37)?;Calor, ruído, vibração, condições hiperbáricas, radiações ionizantes e não ionizantes.
V ou F: Na NR 37, a operadora deve garantir que trabalhadores terceirizados tenham as mesmas condições de segurança dos empregados próprios.;Verdadeiro. Requisitos de segurança, saúde, higiene e condições de vivência devem ser iguais.
Qual obrigação do trabalhador quanto a medicamentos na NR 37?;Portar quantidade adequada de medicamentos de uso contínuo, com prescrição médica e dentro do prazo de validade.
V ou F: A análise de riscos deve ser reavaliada quando ocorrer mudança de locação da plataforma.;Verdadeiro. Sob pena de caracterização de risco grave e iminente.
O que significa cesta de transferência na NR 37?;Dispositivo utilizado para transferir trabalhadores entre embarcações e plataformas, exigindo avaliação de saúde específica.
