front;back
Qual o objetivo da NR-20?;Estabelecer requisitos mínimos para a gestão da segurança e saúde no trabalho contra fatores de riscos de atividades com líquidos inflamáveis, gases inflamáveis e líquidos combustíveis.
Quais substâncias são abrangidas pela NR-20?;Líquidos inflamáveis, gases inflamáveis e líquidos combustíveis.
V ou F: A NR-20 abrange atividades de manipulação de líquidos combustíveis.;Falso. A NR-20 NÃO se aplica à manipulação de líquidos combustíveis, por ser considerada de baixo risco (categoria 4 do SGH).
Segundo o SGH, quais são as categorias de gases inflamáveis?;Categorias 1 e 2.
Segundo o SGH, quais são as categorias de líquidos inflamáveis?;Categorias 1, 2 e 3.
Segundo o SGH, qual a categoria dos líquidos combustíveis?;Categoria 4.
O que é ponto de fulgor (flash point)?;Temperatura mínima a partir da qual uma substância começa a desprender vapores em quantidade suficiente para formar uma mistura inflamável ao entrar em contato com uma fonte externa de calor.
Qual o ponto de fulgor que diferencia líquidos inflamáveis de líquidos combustíveis?;60 °C. Líquidos inflamáveis: ponto de fulgor ≤ 60 °C. Líquidos combustíveis: ponto de fulgor > 60 °C e ≤ 93 °C.
Qual a faixa de ponto de fulgor dos líquidos inflamáveis?;Ponto de fulgor menor ou igual a 60 °C.
Qual a faixa de ponto de fulgor dos líquidos combustíveis?;Ponto de fulgor superior a 60 °C e menor ou igual a 93 °C.
Em que condições um gás é classificado como inflamável pela NR-20?;Quando inflama com o ar a 20 °C e a uma pressão padrão de 101,3 kPa.
V ou F: A chama se mantém no ponto de fulgor.;Falso. No ponto de fulgor a chama NÃO se mantém, pois a quantidade de vapores desprendidos é insuficiente para manter a combustão.
O que são emissões fugitivas segundo a NR-20?;Liberações de gás ou vapor inflamável que ocorrem de forma contínua ou intermitente, durante carga/descarga de tanques, em selos de bombas, vedações de flanges, selos de compressores, drenos, etc.
O que é ponto de ignição?;Temperatura mínima necessária para os gases desprendidos dos combustíveis entrarem em combustão apenas pelo contato com o oxigênio do ar, sem necessidade de fonte de calor externa.
