front;back
O que a NR 3 regulamenta?;Regulamenta o art. 161 da CLT, estabelecendo diretrizes para caracterização de grave e iminente risco e requisitos para embargo e interdição.
Embargo e interdição são medidas punitivas? V ou F?;Falso. São medidas administrativas de urgência, de cunho cautelar, e não punitivas.
Qual a consequência prática do embargo ou interdição?;A paralisação total ou parcial das atividades.
Qual a diferença entre embargo e interdição?;Embargo: paralisação total ou parcial de uma obra. Interdição: paralisação total ou parcial de atividade, máquina, equipamento, setor ou estabelecimento.
Embargo se aplica a quê?;A obras (construção civil).
Interdição se aplica a quê?;A atividades, máquinas, equipamentos, setores de serviço ou estabelecimentos.
Quem tem competência para determinar embargo ou interdição?;O Auditor-Fiscal do Trabalho (AFT).
A imposição de embargo/interdição dispensa a lavratura de autos de infração? V ou F?;Falso. A imposição NÃO dispensa a lavratura de autos de infração por descumprimento das normas de SST.
Qual convenção da OIT fundamenta as medidas de embargo e interdição?;Convenção 81 (Inspeção do Trabalho), art. 13, itens 1 e 2.
Segundo a Convenção 81 da OIT, os inspetores podem ordenar medidas de aplicação imediata em que situação?;Em caso de perigo iminente para a saúde ou segurança dos trabalhadores.
A NR 3 se baseia em qual metodologia internacional?;Na metodologia do HSE (Health and Safety Executive) britânico — Enforcement Management Model (EMM).
A metodologia da NR 3 é uma ferramenta de gestão de riscos para o empregador? V ou F?;Falso. É metodologia de avaliação qualitativa para caracterização de grave e iminente risco pelo AFT durante inspeção, não para gestão de riscos pelo empregador.
A metodologia da NR 3 se aplica apenas a riscos de segurança? V ou F?;Falso. Aplica-se tanto a riscos à segurança quanto a riscos à saúde do trabalhador.
Ao avaliar riscos à saúde, o AFT deve considerar susceptibilidade individual? V ou F?;Falso. Deve considerar a resposta provável da população trabalhadora como um todo, não resistência ou susceptibilidade individuais.
Quando uma NR traz expressamente condições de grave e iminente risco, a aplicação da metodologia da NR 3 é dispensada? V ou F?;Verdadeiro. Nesses casos, a interdição é ato vinculado do AFT, dispensando a metodologia.
Cite um exemplo de NR que traz condições expressas de grave e iminente risco.;NR 13 (Caldeiras, Vasos de Pressão, Tubulações e Tanques Metálicos de Armazenamento), item 13.3.1.
Na NR 13, operar equipamento sem dispositivos de segurança previstos constitui grave e iminente risco? V ou F?;Verdadeiro. É uma das condições expressas no item 13.3.1.
Atraso na inspeção de segurança periódica de caldeiras é considerado grave e iminente risco pela NR 13? V ou F?;Verdadeiro. Conforme item 13.3.1, alínea 'b'.
O que significa 'embargar' no contexto da NR 3?;Impedir a continuidade das atividades até que a situação de risco grave e iminente seja regularizada.
O embargo e a interdição devem ser aplicados em qual extensão?;Na menor unidade onde for constatada situação de grave e iminente risco.
Se há risco de queda em apenas um andar de uma obra, deve-se embargar toda a obra? V ou F?;Falso. Deve-se embargar parcialmente apenas o andar sem proteção coletiva, e não a obra inteira.
Defina 'grave e iminente risco' conforme o item 3.2.1 da NR 3.;Toda condição ou situação de trabalho que possa causar acidente ou doença com lesão grave ao trabalhador.
A iminência no conceito de grave e iminente risco se refere à consequência ou à exposição?;À exposição ao risco, e não à sua consequência. A exposição iminente a um dano futuro (médio/longo prazo) também é grave e iminente risco.
Doenças com longo tempo de latência podem configurar grave e iminente risco? V ou F?;Verdadeiro. A iminência refere-se à exposição, não ao aparecimento da doença (ex.: PAIR, silicose, asbestose).
Cite três exemplos de doenças com longo tempo de latência que configuram grave e iminente risco.;PAIR (perda auditiva por ruído), silicose (exposição à sílica) e asbestose (exposição ao asbesto).
