front;back
Qual o objetivo principal da NR 12?;Definir referências técnicas, princípios fundamentais e medidas de proteção para resguardar a saúde e integridade física dos trabalhadores contra riscos de máquinas e equipamentos.
A NR 12 se aplica apenas a máquinas novas. (V ou F);Falso. Aplica-se a máquinas e equipamentos novos e usados, exceto itens com menção específica quanto à aplicabilidade.
Quais fases da existência de uma máquina são abrangidas pela NR 12?;Projeto, fabricação, importação, comercialização, exposição, cessão a qualquer título e utilização (transporte, montagem, instalação, ajuste, operação, limpeza, manutenção, inspeção, desativação e desmonte).
O que compreende a 'fase de utilização' segundo a NR 12?;Transporte, montagem, instalação, ajuste, operação, limpeza, manutenção, inspeção, desativação e desmonte da máquina.
É proibida a fabricação de máquinas que não atendam à NR 12. (V ou F);Verdadeiro. É proibida a fabricação, importação, comercialização, leilão, locação, cessão a qualquer título e exposição de máquinas que não atendam à norma.
O que significa 'apreciação de riscos' na NR 12?;É o processo completo que compreende a análise de risco (especificação dos limites, identificação de perigos e estimativa de riscos) e a avaliação de risco (julgamento sobre redução de risco atingida).
O que é 'estado da técnica' no contexto da NR 12?;O entendimento de que segurança absoluta não é acessível, o objetivo é atingir o mais alto nível de segurança possível considerando a tecnologia disponível.
Quais normas podem ser aplicadas na ausência de normas técnicas oficiais ou internacionais para a NR 12?;Opcionalmente, as normas Europeias tipo 'C' harmonizadas.
O que são normas europeias tipo C?;Normas de segurança por categoria de máquinas, com prescrições detalhadas aplicáveis a uma máquina em particular ou a um grupo de máquinas.
Qual a hierarquia de normas na aplicação da NR 12?;1º NR 12, 2º normas técnicas oficiais (ABNT), 3º normas internacionais (ISO/IEC), 4º opcionalmente, normas europeias tipo C harmonizadas.
A NR 12 diferencia os conceitos de 'máquina' e 'equipamento'? (V ou F);Falso. A norma não faz diferenciação entre máquina e equipamento, nem apresenta conceitos individualizados.
O que é 'zona perigosa' segundo a NR 12?;Qualquer zona dentro ou ao redor de uma máquina onde uma pessoa possa ficar exposta a risco de dano à saúde ou lesão (corte, esmagamento, aprisionamento, queimadura, amputação).
O que é 'proteção fixa' na NR 12?;Barreira física mantida em posição permanente (por solda, rebites, porcas etc.) que só pode ser removida com uso de ferramentas, protegendo contra acesso à zona perigosa.
Proteção mantida fechada apenas com cadeado é considerada proteção fixa. (V ou F);Falso. Proteções mantidas fechadas apenas com cadeados NÃO são consideradas proteções fixas.
O que é 'proteção móvel' na NR 12?;Barreira física que pode ser aberta sem o uso de ferramentas, geralmente ligada à estrutura da máquina e associada a dispositivos de intertravamento.
Qual a principal diferença entre proteção fixa e proteção móvel?;A proteção fixa só pode ser removida com ferramentas, a proteção móvel pode ser aberta sem ferramentas, mas deve ter dispositivo de intertravamento associado.
Proteções fixas exigem instalação de dispositivos eletrônicos associados. (V ou F);Falso. Proteções fixas NÃO exigem dispositivos eletrônicos associados, proteções móveis sim (intertravamento).
O que é 'dispositivo de intertravamento'?;Dispositivo associado a uma proteção que interrompe ou previne o movimento perigoso quando a proteção contra acesso à zona de perigo for ou estiver aberta.
Quais os tipos de acionamento de dispositivos de intertravamento?;Mecânico (com contato físico) ou sem atuação mecânica (indutivos, magnéticos, capacitivos, ultrassônicos, óticos e por rádio frequência).
O que é 'burla' no contexto da NR 12?;Ato de anular de maneira simples o funcionamento normal e seguro de dispositivos ou sistemas da máquina, utilizando objetos disponíveis (parafusos, chaves, moedas etc.).
O que são 'sistemas de segurança' na NR 12?;Expressão genérica que engloba proteções fixas, proteções móveis e dispositivos de segurança, interligados ou não.
O que é 'dispositivo de acionamento bimanual'?;Dispositivo com dois elementos de atuação que devem ser acionados simultaneamente pelas duas mãos, mantendo-as fora da zona de perigo durante o movimento perigoso.
O dispositivo bimanual protege terceiros contra acesso à zona de risco. (V ou F);Falso. Protege apenas o operador que o aciona. A proteção de terceiros é obtida por cortinas de luz ou outras barreiras.
O que acontece quando o operador solta um dos botões do dispositivo bimanual?;A máquina tem seu movimento imediatamente interrompido.
O que é 'distância de segurança' na NR 12?;Distância entre a proteção (fixa ou móvel) e a zona de perigo que impede o corpo do trabalhador ou parte dele de alcançar zonas perigosas.
O que é 'transmissão de força' em máquinas?;Qualquer componente mecânico que transmite energia para as partes que executam trabalho (correias, polias, engrenagens, eixo cardã, pinhão e cremalheira).
Quais os dois principais pontos de risco de acidentes em máquinas?;1) Ponto de operação (transformação da peça), 2) Sistemas de transmissão de força (roldanas, polias, correias, engrenagens etc.).
Quais são os riscos adicionais previstos na NR 12 além dos mecânicos?;Substâncias perigosas, radiações ionizantes e não ionizantes, vibrações, ruído, calor, combustíveis/inflamáveis/explosivos e superfícies aquecidas.
Qual a ordem de prioridade para controle de riscos adicionais (agentes químicos, físicos e biológicos) conforme NR 12?;1º Eliminação do agente, 2º Redução da emissão/liberação, 3º Redução da exposição dos trabalhadores.
O que deve ser previsto para máquinas que utilizam combustíveis ou explosivos?;Medidas de prevenção contra emissão, liberação, combustão, explosão e reação acidentais, bem como contra incêndio.
Quais medidas prevenir queimaduras por superfícies aquecidas?;Redução da temperatura superficial ou isolação com materiais apropriados e barreiras.
Qual a ordem de prioridade das medidas de proteção na NR 12?;1º Medidas de proteção coletiva, 2º Medidas administrativas ou de organização do trabalho, 3º Medidas de proteção individual.
O que é 'dispositivo de parada de emergência'?;Dispositivo que, quando acionado, paralisa o movimento perigoso da máquina e desabilita seu comando.
Qual a cor e formato obrigatórios do dispositivo de parada de emergência?;Cor vermelha, com fundo amarelo, em formato de cogumelo (tipo soco).
O dispositivo de parada de emergência pode ser usado como dispositivo de partida. (V ou F);Falso. O rearme do dispositivo de parada de emergência não pode por si só reiniciar a máquina, é necessário um comando de repartida.
Toda máquina deve possuir dispositivo de parada de emergência. (V ou F);Falso. Excetuam-se máquinas manuais, autopropelidas e aquelas em que o dispositivo não reduz o risco.
Quantas categorias de segurança existem segundo a NBR 14153?;Cinco categorias: B, 1, 2, 3 e 4 (da menor para a maior confiabilidade).
Qual a categoria de segurança mais confiável?;Categoria 4 — máxima confiabilidade, onde uma falha isolada não leva à perda da função de segurança.
O que significa 'falha segura' em sistemas de segurança?;Princípio em que, em caso de falha do sistema, a máquina assume condição segura (parada ou bloqueio).
Quem pode operar máquinas conforme a NR 12?;Trabalhadores habilitados, qualificados, capacitados ou autorizados para esse fim.
Qual a diferença entre trabalhador qualificado e habilitado?;Qualificado: curso específico na área reconhecido pelo sistema oficial de ensino. Habilitado: qualificado + registro no conselho de classe competente.
O que é 'trabalhador capacitado' segundo a NR 12?;Aquele que recebeu capacitação sob orientação e responsabilidade de profissional habilitado, com conteúdo compatível com a função.
O que é 'trabalhador autorizado' segundo a NR 12?;Trabalhador qualificado, capacitado ou habilitado que recebeu autorização formal do empregador para operar a máquina.
Qual a carga horária mínima de capacitação para operação de máquinas na NR 12?;A norma não fixa carga horária mínima genérica, o conteúdo programático está no Anexo II e deve ser compatível com a complexidade da máquina.
O que deve conter o conteúdo programático da capacitação (Anexo II)?;Histórico da regulamentação, descrição e funcionamento, riscos, proteções, inspeção, manutenção, sinalização, procedimentos seguros e permissão de trabalho.
Qual a validade da capacitação do operador de máquinas?;A capacitação deve ser atualizada sempre que houver mudança nas condições de trabalho, mas não tem prazo fixo genérico de validade (exceto anexos específicos).
A capacitação do operador substitui a adoção de medidas de proteção na máquina. (V ou F);Falso. Capacitação é medida complementar, nunca substitui proteções coletivas e dispositivos de segurança.
Qual a cor de segurança para indicar partes móveis/perigosas de máquinas?;Amarela (conforme NR 26 e NBR 7195).
Qual a cor utilizada para identificar dispositivos de parada de emergência?;Vermelha, sobre fundo amarelo.
Qual a cor de segurança que identifica tubulações de ar comprimido?;Azul.
O que deve constar na sinalização de segurança das máquinas?;Informações sobre riscos, proibições, obrigações, avisos e instruções de segurança, em português, de forma visível e legível.
Sinalização de segurança pode ser o único meio de proteção contra riscos. (V ou F);Falso. A sinalização não é medida de proteção e deve ser complementar às proteções coletivas e dispositivos de segurança.
O que é 'arranjo físico' no contexto da NR 12?;A disposição/layout das máquinas no ambiente de trabalho, incluindo espaçamento, demarcação de áreas e vias de circulação.
Qual o critério para a distância entre máquinas segundo a NR 12 atual?;Deve resguardar a segurança durante operação, manutenção, ajuste, limpeza e inspeção, permitindo movimentação dos segmentos corporais conforme natureza da tarefa.
A NR 12 atual fixa distância mínima numérica entre máquinas (ex: 0,60 m). (V ou F);Falso. A redação atual não fixa distância numérica genérica, exige que a distância resguarde a segurança conforme características e aplicações.
O que deve ser garantido nas áreas de circulação próximas a máquinas?;Largura mínima que permita a passagem segura de pessoas e materiais, devidamente demarcadas e desobstruídas.
Pisos nas áreas de máquinas devem ser mantidos em que condição?;Limpos, nivelados, resistentes e sem acúmulo de materiais que comprometam a segurança.
As vias de circulação devem estar devidamente sinalizadas e demarcadas. (V ou F);Verdadeiro. Devem ser demarcadas de forma visível e mantidas desobstruídas.
Quais os requisitos das instalações elétricas de máquinas na NR 12?;Devem prevenir choque elétrico, incêndio, explosão e outros acidentes, conforme NR 10 e normas técnicas oficiais.
Painéis elétricos de máquinas devem ser mantidos em que condição?;Fechados e acessíveis apenas a pessoas autorizadas, com sinalização de segurança.
Quem pode realizar serviços em instalações elétricas de máquinas?;Somente profissionais qualificados ou habilitados, conforme NR 10.
Qual o grau de proteção mínimo dos painéis de comandos elétricos?;IP 54 (proteção contra poeira e projeção de água), salvo condições especiais de uso que exijam grau superior.
O que é 'aterramento' no contexto das instalações elétricas de máquinas?;Ligação à terra das partes metálicas não energizadas da máquina para proteção contra choque elétrico em caso de falha de isolamento.
Dispositivos de partida de máquinas devem impedir acionamento acidental. (V ou F);Verdadeiro. Os dispositivos de partida devem impedir funcionamento automático ao ser restabelecida a energia.
O que é 'partida inesperada' ou 'arranque inesperado'?;Qualquer funcionamento não previsto/autorizado da máquina, como religamento após queda de energia ou operação acidental de comando.
Após queda e restabelecimento de energia, a máquina pode religar automaticamente. (V ou F);Falso. O restabelecimento de energia não pode provocar partida automática da máquina.
O que são 'meios de acesso permanentes' nas máquinas?;Escadas, rampas, passarelas e plataformas fixas que permitem acesso seguro a partes elevadas de máquinas para operação e manutenção.
Qual a ordem de prioridade para escolha de meios de acesso a máquinas?;1º Acesso em nível, 2º Rampa, 3º Escada com espelho, 4º Escada tipo marinheiro, 5º Escada tipo caracol.
Quando são obrigatórios guarda-corpos nos meios de acesso?;Em plataformas e passarelas com altura superior a 2,0 m e em escadas com mais de 3 degraus.
O que é 'manutenção preventiva' segundo a NR 12?;Intervenções programadas e periódicas para manter a máquina em condições seguras de uso, conforme especificações do fabricante.
A manutenção pode ser realizada com a máquina em funcionamento. (V ou F);Falso, em regra. A manutenção deve ocorrer com máquina parada, salvo quando o movimento for indispensável ao procedimento.
O que deve ser feito antes de iniciar manutenção em máquina conforme NR 12?;Isolamento e bloqueio de todas as fontes de energia (elétrica, hidráulica, pneumática, mecânica), com sinalização de manutenção e bloqueio visível.
O que é procedimento de 'bloqueio e etiquetagem' (LOTO)?;Procedimento que garante que a máquina não será energizada durante manutenção, por meio de dispositivos de bloqueio e etiquetas de advertência.
O inventário de máquinas é obrigatório pela NR 12 atual. (V ou F);Falso. A redação atual excluiu a obrigatoriedade de elaboração de inventário de máquinas.
Qual o documento que deve ficar disponível sobre cada máquina?;Manual de instruções do fabricante (em português), com informações sobre uso seguro, manutenção, riscos e proteções.
O que o manual de instrução da máquina deve conter obrigatoriamente?;Descrição da máquina, riscos, limitações de uso, instruções de operação segura, manutenção, sinalização e procedimentos de emergência.
O que é o Anexo I da NR 12?;Requisitos para o uso de detectores de presença optoeletrônicos (cortinas de luz).
O que são cortinas de luz (AOPD)?;Detectores de presença optoeletrônicos que emitem feixes infravermelhos, ao serem interrompidos por partes do corpo, comandam a parada da máquina.
Qual a função do Anexo II da NR 12?;Define o conteúdo programático mínimo da capacitação dos trabalhadores para operação de máquinas.
Qual a função do Anexo III da NR 12?;Estabelece requisitos para meios de acesso permanentes a máquinas e equipamentos.
Qual a função do Anexo IV da NR 12?;Glossário com definições de termos técnicos utilizados na norma.
Os Anexos V a XII da NR 12 tratam de que assunto?;Especificidades ou excepcionalidades sobre determinados tipos de máquinas (motosserras, panificação, prensas, injetoras etc.).
Em caso de conflito entre anexos tipo 2 e o texto geral da NR 12, qual prevalece?;Prevalecem os requisitos do anexo (caráter prioritário sobre o texto geral).
O Anexo V da NR 12 trata de qual tipo de máquina?;Motosserras.
O Anexo VIII da NR 12 trata de qual tipo de máquina?;Prensas e similares.
O Anexo XI da NR 12 trata de qual tipo de máquina?;Máquinas e implementos para uso agrícola e florestal.
O que é 'segurança intrínseca' no projeto de máquinas?;Princípio em que a segurança é incorporada na própria concepção/projeto da máquina, eliminando ou reduzindo riscos na origem.
O projeto da máquina pode permitir erros na montagem que gerem riscos. (V ou F);Falso. O projeto não deve permitir erros na montagem ou remontagem que possam gerar riscos, especialmente quanto ao sentido de rotação.
Máquinas fabricadas após a Portaria SEPRT 916/2019 devem prever meios para seu levantamento e transporte. (V ou F);Verdadeiro. Devem prever meios adequados para levantamento, carregamento, instalação, remoção e transporte.
Qual norma estabeleceu a nova redação da NR 12 em 2010?;Portaria SIT nº 197, de 17 de dezembro de 2010.
