front;back
Qual o objetivo da NR 38?;Estabelecer requisitos e medidas de prevenção para garantir segurança e saúde dos trabalhadores nas atividades de limpeza urbana e manejo de resíduos sólidos.
V ou F: A NR 38 possui lista taxativa de atividades abrangidas.;Verdadeiro. A norma se aplica somente às atividades listadas, sendo lista taxativa e não exemplificativa.
Cite 4 atividades abrangidas pela NR 38.;Coleta de resíduos sólidos urbanos, varrição de vias públicas, capina e roçagem, poda de árvores.
V ou F: A NR 38 se aplica a resíduos industriais.;Falso. Resíduos industriais são abrangidos pela NR 25 e excluídos da NR 38.
V ou F: A NR 38 se aplica a resíduos da construção civil.;Falso. Resíduos de construção civil estão expressamente excluídos do campo de aplicação da NR 38.
Qual a velocidade máxima do veículo coletor com trabalhadores na plataforma operacional (NR 38)?;10 km/h nas áreas de trabalho (setores) de coleta.
V ou F: Na NR 38, é permitido o transporte de trabalhadores nas partes externas dos veículos entre a organização e as áreas de coleta.;Falso. É vedado o transporte nas partes externas no deslocamento entre organização e áreas de coleta.
V ou F: A colocação de resíduos no caminhão coletor deve ocorrer somente com o veículo parado.;Verdadeiro. Visa evitar esforço físico excessivo e lesões nos trabalhadores.
Qual a carga mínima que a plataforma operacional deve suportar (NR 38)?;No mínimo 250 kg no ponto mais distante de seu ponto de fixação. Cada balaústre deve suportar 250 kg.
V ou F: A subida e descida da plataforma operacional devem ocorrer com o veículo parado.;Verdadeiro. É um dos procedimentos obrigatórios de segurança para uso da plataforma operacional.
V ou F: É permitida a permanência dos coletores na plataforma quando o veículo opera em marcha à ré.;Falso. É vedada a permanência dos coletores na plataforma em marcha à ré.
V ou F: Os trabalhadores podem permanecer na plataforma operacional durante a operação do mecanismo de compactação.;Falso. Os trabalhadores não devem permanecer na plataforma durante a compactação.
Qual dispositivo de segurança obrigatório o veículo coletor compactador deve possuir em cada lateral?;Dispositivos de parada de emergência do mecanismo de compactação em cada lateral do veículo.
O veículo coletor compactador deve possuir câmera de monitoramento. Qual a restrição?;A câmera deve ser sem captação de som, com acionamento automático em marcha à ré, para visualização da operação traseira.
V ou F: O serviço de varrição deve preferencialmente ser realizado no contrafluxo do trânsito.;Verdadeiro. A execução do serviço de varrição deve preferencialmente ser no contrafluxo do trânsito.
De quem é a responsabilidade pelo transporte e guarda do carrinho coletor (lutocar) na NR 38?;Da organização (empregador), tanto antes quanto depois do término do trabalho.
Cite 3 características obrigatórias do carrinho coletor (lutocar) na NR 38.;Materiais leves e de fácil higienização, suporte para transporte de ferramentas, pneus/rodas que facilitem movimentação.
V ou F: É permitido acondicionar alimentos no carrinho coletor sem compartimento apropriado.;Falso. É vedado o acondicionamento de alimentos no carrinho exceto quando houver compartimento apropriado.
O que é poda de árvores segundo a NR 38?;Retirada seletiva de partes indesejadas ou danificadas de plantas lenhosas perenes com mais de 5 metros de altura.
V ou F: É vedada a designação de trabalhador sem prévia capacitação para poda de árvores.;Verdadeiro. A NR 38 proíbe atividades de poda sem capacitação prévia.
Quais ferramentas são proibidas para poda de galhos e árvores na NR 38?;Ferramentas de corte por impacto: foices, machados e facões.
V ou F: Todo trabalho de poda de árvores deve ser precedido de Análise de Riscos (AR).;Verdadeiro. A AR é obrigatória antes de qualquer trabalho de poda na NR 38.
A poda de árvores em proximidade de instalações elétricas deve atender qual outra NR?;A NR 10 (Segurança em Instalações e Serviços em Eletricidade).
Quais tipos de resíduos sólidos urbanos são contemplados pela NR 38?;Resíduos domésticos, resíduos comerciais/industriais/serviços similares aos domésticos (por decisão do titular) e resíduos das atividades de limpeza urbana.
V ou F: O uso de recipientes improvisados para coleta de resíduos é permitido na NR 38.;Falso. É vedada a coleta utilizando recipientes improvisados.
Quais são as características obrigatórias dos contentores móveis na NR 38?;Sem bordas cortantes, estanques (sem vazamento), em dimensão apropriada com rodízios e raio de giro dentro do quadro estrutural.
V ou F: Na NR 38, a coleta de resíduos domiciliares deve usar veículo que não exija movimentação acima do ombro.;Verdadeiro. O veículo não deve exigir movimentação habitual de material acima da altura do ombro dos trabalhadores.
Onde devem estar os pontos de descarga da combustão nos veículos de coleta (NR 38)?;Acima da carroceria, para não expor trabalhadores aos gases da combustão, com catalisador e silencioso.
V ou F: Na NR 38, registraram-se em média 3 acidentes por dia no setor entre 2011 e 2020.;Verdadeiro. Dados da CAT registraram 3 acidentes/dia no período, com uma morte a cada 10 dias.
Quais fatores de risco ergonômico estão presentes na limpeza urbana segundo a NR 38?;Grandes distâncias percorridas, modo operatório repetitivo, posturas extremas, elevação de membros superiores, ritmo intenso e trabalho noturno.
V ou F: A operação de marcha à ré do veículo coletor só pode ser realizada quando o motorista visualizar todos os trabalhadores.;Verdadeiro. É proibida a presença de trabalhadores no trajeto da manobra e na parte traseira.
Qual o prazo de avaliação da utilização da plataforma operacional previsto na NR 38?;5 anos de acompanhamento e avaliação com base em indicadores de acidentalidade e outros pertinentes.
V ou F: Na NR 38, o carrinho coletor deve possuir faixas refletivas para trabalho noturno.;Verdadeiro. As faixas refletivas são obrigatórias quando o lutocar é utilizado no trabalho noturno.
