front;back
O que é o OGMO?;Órgão Gestor de Mão de Obra – entidade responsável por administrar o fornecimento de trabalhadores portuários avulsos e zelar pelas normas de segurança e saúde.
V ou F: Sindicatos podem intermediar mão de obra avulsa portuária, precedendo o OGMO, desde que previsto em acordo coletivo.;Verdadeiro. Conforme art. 32, parágrafo único, da Lei 12.815/2013, reconhecido pelo TST em 2021.
Quem é o operador portuário?;Pessoa jurídica pré-qualificada para exercer atividades de movimentação de passageiros ou mercadorias dentro do porto organizado.
O que é a SESSTP?;Seção de Segurança e Saúde no Trabalho Portuário – estrutura vinculada ao OGMO responsável por coordenar as ações de SST no porto.
V ou F: EPCs (Equipamentos de Proteção Coletiva) são fornecidos individualmente aos trabalhadores portuários.;Falso. EPCs são instalados no ambiente de trabalho, não fornecidos individualmente (atecnia da redação original da NR 29).
Quais procedimentos o operador portuário deve elaborar e manter acessíveis aos trabalhadores?;Acesso seguro a embarcações, movimentação segura de cargas, segurança em porões, espaço confinado, condições climáticas adversas, operações com cargas perigosas.
V ou F: O operador portuário deve ter procedimento para interrupção de atividades em condições climáticas adversas.;Verdadeiro. Deve interromper quando as condições comprometerem a segurança dos trabalhadores.
Qual norma deve ser observada para trabalho portuário em espaço confinado?;NR 33 – Segurança e Saúde nos Trabalhos em Espaços Confinados.
O que é o sinaleiro no trabalho portuário?;Trabalhador portuário com curso de sinalização, responsável por comunicar-se com o operador do equipamento de içar para orientação espacial da manobra.
O que é um berço no contexto portuário?;Qualquer doca, píer, molhe, cais, terminal marítimo ou estrutura similar (flutuante ou não) onde uma embarcação possa atracar com segurança.
V ou F: Para trabalho sobre contêineres em embarcações com altura superior a 2 contêineres, deve-se usar cesto suspenso ou gaiola especial.;Verdadeiro. Conforme item 29.16.3, quando a altura superar 2 contêineres ou 5 m.
Qual a capacidade máxima da gaiola para trabalho sobre contêineres?;Dois trabalhadores.
V ou F: O cesto suspenso para trabalho sobre contêineres deve atender ao Anexo XII da NR 12.;Verdadeiro.
O que é a borda-falsa (brazola) de uma escotilha?;Chapa vertical colocada no contorno da escotilha acima do convés, com objetivo de impedir entrada de água ou queda de objetos no compartimento inferior.
Quem deve elaborar procedimentos de segurança para operações com cargas perigosas no porto?;O operador portuário, o tomador de serviço e o empregador.
V ou F: A NR 29 se aplica apenas a portos organizados.;Falso. Aplica-se a portos organizados, instalações portuárias de uso privado e retroportuárias.
Qual lei disciplina a exploração dos portos e as operações portuárias no Brasil?;Lei 12.815/2013 (Lei dos Portos).
V ou F: O OGMO é responsável pela capacitação e treinamento dos trabalhadores portuários avulsos.;Verdadeiro. Inclui treinamento em segurança e saúde no trabalho.
O que é trabalhador portuário avulso (TPA)?;Trabalhador que presta serviço sem vínculo empregatício, com intermediação obrigatória do OGMO (ou sindicato, se previsto em ACT).
V ou F: Na NR 29, o operador portuário é o trabalhador que opera os guindastes do cais.;Falso. Operador portuário é a pessoa jurídica pré-qualificada para exercer atividades de movimentação no porto.
Quais EPIs são típicos do trabalho portuário?;Capacete, calçado de segurança, luvas, óculos de proteção, protetor auricular, colete refletivo e cinto de segurança tipo paraquedista.
V ou F: O trabalho portuário em altura exige uso de cinto de segurança tipo paraquedista.;Verdadeiro. Conforme NR 29 e NR 35.
Qual a altura a partir da qual o trabalho sobre carga/contêineres exige proteção contra quedas (NR 29)?;Acima de 2 contêineres empilhados ou quando a carga superar 5 metros de altura.
V ou F: A CPATP substitui a CIPA no âmbito portuário.;Verdadeiro. A Comissão de Prevenção de Acidentes no Trabalho Portuário (CPATP) é prevista na NR 29.
Quem compõe a CPATP?;Representantes dos operadores portuários, do OGMO e dos trabalhadores portuários (avulsos e com vínculo).
V ou F: A votação para membros da CPATP exige participação mínima de 50% dos trabalhadores no primeiro dia.;Verdadeiro. Caso contrário, prorroga-se para o dia seguinte com quórum de 1/3, e depois para qualquer número.
Qual a periodicidade mínima das reuniões ordinárias da CPATP?;Mensal, durante o expediente normal.
V ou F: O OGMO deve manter serviços de saúde disponíveis durante todas as operações portuárias.;Verdadeiro. Atendimento de urgência/emergência deve estar disponível em todos os turnos de operação.
O que deve conter o PPRA/PGR portuário elaborado pelo OGMO?;Antecipação, reconhecimento, avaliação e controle dos riscos ambientais presentes nas operações portuárias.
V ou F: Apenas o operador portuário é responsável pela segurança no trabalho portuário.;Falso. A responsabilidade é compartilhada entre operador portuário, OGMO, tomador de serviço e empregador.
O que são cargas perigosas no contexto da NR 29?;Cargas que oferecem riscos à saúde, segurança e meio ambiente (inflamáveis, corrosivos, explosivos, tóxicos, radioativos), conforme classificação IMO/IMDG.
V ou F: Operações com cargas perigosas no porto dispensam procedimentos específicos se houver EPI adequado.;Falso. Devem existir procedimentos escritos específicos para operações com cargas perigosas, independentemente do EPI.
Qual equipamento é obrigatório para sinalização noturna nas operações portuárias?;Iluminação adequada nas áreas de operação, acessos e circulação, garantindo visibilidade aos trabalhadores e operadores de equipamentos.
V ou F: É permitido o trânsito de pessoas sob cargas suspensas nas operações portuárias.;Falso. É proibido o trânsito ou permanência de pessoas sob cargas suspensas.
O que deve ser verificado antes do início das operações de carga e descarga no porto?;Condições de segurança do equipamento, peação da carga, estado dos acessórios de içamento e condições ambientais.
V ou F: Os guindastes portuários devem possuir limitador de carga (momento).;Verdadeiro. Devem ter dispositivos limitadores de carga para evitar sobrecarga.
O que é peação de contêineres?;Sistema de amarração e travamento dos contêineres no convés ou porão da embarcação para evitar movimentação durante a navegação.
V ou F: A despeação (soltura) de contêineres é atividade de risco que exige procedimento específico.;Verdadeiro. Envolve risco de queda de material e esmagamento, exigindo procedimentos e EPIs específicos.
Qual a obrigatoriedade do operador portuário quanto ao acesso às embarcações?;Deve garantir acesso seguro por meio de escadas, passarelas ou equipamentos adequados, em conformidade com normas marítimas.
V ou F: A NR 29 exige que todo trabalhador portuário passe por treinamento em segurança antes de iniciar atividades.;Verdadeiro. O treinamento introdutório em SST é obrigatório antes do início das operações.
Quais operações portuárias exigem a presença de sinaleiro?;Operações de movimentação de carga com equipamentos de içar onde o operador não tem visão completa da área de manobra.
V ou F: O estivador pode recusar trabalho quando as condições oferecerem risco grave e iminente.;Verdadeiro. Direito de recusa é garantido quando há risco grave e iminente à segurança e saúde.
O que é a conferência de carga no trabalho portuário?;Atividade de contagem, verificação e registro das mercadorias movimentadas, realizada por trabalhador avulso habilitado.
V ou F: Contêineres com portas danificadas ou avariadas podem ser operados normalmente desde que içados por spreader.;Falso. Contêineres avariados que comprometam a segurança da operação devem ser segregados e tratados com procedimento específico.
O que é lingada no trabalho portuário?;Conjunto de cabos, cintas ou correntes usados para amarrar e içar cargas, conectando-as ao equipamento de elevação.
V ou F: O trabalhador portuário que realiza trabalho em altura deve usar cinto com trava-quedas conectado a ponto de ancoragem.;Verdadeiro. Conforme NR 29 e NR 35.
Qual documento legal criou o OGMO?;Lei 8.630/1993 (antiga Lei de Modernização dos Portos), atualmente regido pela Lei 12.815/2013.
V ou F: A NR 29 permite que menores de 18 anos trabalhem em operações portuárias desde que com supervisão.;Falso. É proibido trabalho de menores de 18 anos em operações portuárias por serem atividades perigosas e insalubres.
Quem fiscaliza o cumprimento da NR 29 nos portos?;Auditores-Fiscais do Trabalho (AFT) do Ministério do Trabalho e Emprego.
V ou F: O operador portuário deve garantir instalações sanitárias adequadas aos trabalhadores durante as operações.;Verdadeiro. Inclui sanitários, vestiários e local para refeições.
Qual o limite de peso para içamento manual de volumes no trabalho portuário?;60 kg para homens, conforme limite ergonômico. Acima disso, obrigatório uso de equipamento mecânico.
V ou F: A NR 29 determina que os trabalhadores portuários devem receber treinamento periódico de reciclagem em SST.;Verdadeiro. Treinamentos periódicos são obrigatórios para manutenção da capacitação.
