front;back
Qual o objetivo da NR-1?;Estabelecer disposições gerais, campo de aplicação, termos e definições comuns às NRs, diretrizes e requisitos para o gerenciamento de riscos ocupacionais e medidas de prevenção em SST.
V ou F: A NR-1 é uma norma setorial.;Falso. A NR-1 é uma norma geral, introdutória às demais NRs.
Quais são os dois anexos da NR-1?;Anexo I: Termos e Definições, Anexo II: Diretrizes e requisitos mínimos para EaD e semipresencial.
O que é agente biológico segundo a NR-1?;Microrganismos, parasitas ou materiais originados de organismos que, em função de sua natureza e tipo de exposição, podem causar lesão ou agravo à saúde do trabalhador.
O que é agente físico segundo a NR-1?;Qualquer forma de energia que, em função de sua natureza, intensidade e exposição, é capaz de causar lesão ou agravo à saúde do trabalhador.
Cite exemplos de agentes físicos.;Ruído, vibrações, pressões anormais, temperaturas extremas, radiações ionizantes e radiações não ionizantes.
V ou F: Umidade é considerada agente físico pela NR-1.;Falso. Umidade é uma condição adversa do ambiente de trabalho, não é forma de energia.
O que é agente químico segundo a NR-1?;Substância química, por si só ou em misturas, que em função de sua natureza, concentração e exposição, é capaz de causar lesão ou agravo à saúde do trabalhador.
Quais são as formas de dispersão de agentes químicos no ar?;Poeiras, fumos, névoas, neblinas, gases e vapores.
V ou F: Poeira é um agente químico.;Falso. Poeira é uma forma de apresentação/dispersão do agente químico no ar, não o agente em si.
O que é avaliação de riscos segundo a NR-1?;Processo contínuo e sistemático para determinar níveis de risco e dar subsídios para o julgamento sobre a necessidade de medidas de prevenção.
O que é canteiro de obra?;Área de trabalho fixa e temporária onde se desenvolvem operações de apoio e execução à construção, demolição ou reforma de uma obra.
O que é frente de trabalho?;Área de trabalho móvel e temporária, incluindo frentes de trabalho rurais.
Qual a diferença entre canteiro de obra e frente de trabalho?;Canteiro de obra é fixo e temporário, frente de trabalho é móvel e temporária.
O que são emergências de grande magnitude?;Eventos inesperados relacionados aos processos da organização cujas consequências atingem, além dos trabalhadores, a população ou o meio ambiente (acidentes ampliados).
O que é GRO?;Gerenciamento de Riscos Ocupacionais: processo contínuo e sistemático de identificação de perigos, avaliação e controle dos riscos ocupacionais de uma organização.
O que é PGR?;Programa de Gerenciamento de Riscos: conjunto coordenado de ações da organização para atingir os objetivos de prevenção e gerenciamento dos riscos ocupacionais, formalmente documentado.
O que é perigo ou fator de risco ocupacional?;Elemento ou situação que, isoladamente ou em combinação, tem o potencial de dar origem a lesões ou agravos à saúde.
O que é risco ocupacional segundo a NR-1?;Combinação da probabilidade de ocorrer lesão ou agravo à saúde e a correspondente severidade da lesão ou agravo.
Na definição de risco ocupacional, a probabilidade refere-se a quê?;À chance de ocorrência do dano final (end point), e não do evento que o provocou.
O que é risco ocupacional evidente?;Situação de risco óbvio e não controlado, que não requer análise aprofundada e pode ser reduzido pela adoção imediata de medidas de prevenção.
O que é levantamento preliminar de perigos e riscos?;Etapa inicial do GRO para identificar perigos e riscos com a finalidade de evitar/eliminar perigos e reduzir/controlar riscos evidentes com medidas imediatas.
O que é identificação de perigos?;Processo de buscar, reconhecer e descrever perigos à segurança e à saúde dos trabalhadores.
O que significa prevenção na NR-1?;Conjunto de disposições ou medidas visando evitar, eliminar, minimizar ou controlar os riscos ocupacionais em todas as fases da atividade.
Qual a diferença entre evitar e eliminar riscos?;Evitar refere-se à antecipação de riscos futuros (ainda não existentes), eliminar refere-se a riscos já reconhecidos e avaliados.
O que é ordem de serviço de SST?;Instruções por escrito sobre precauções para evitar acidentes do trabalho ou doenças ocupacionais.
A quem as NRs obrigam?;Empregadores e empregados, urbanos e rurais, nos termos da lei.
No regime celetista, quem deve observar as NRs?;Organizações e órgãos públicos da administração direta e indireta, e órgãos dos Poderes Legislativo, Judiciário e MP, quando contratarem empregados celetistas.
V ou F: As NRs se aplicam apenas a empregados celetistas.;Falso. Para outras relações jurídicas de trabalho, aplicam-se nos termos da respectiva lei.
Qual artigo da CF prevê a redução dos riscos do trabalho?;Art. 7º, XXII: redução dos riscos inerentes ao trabalho, por meio de normas de saúde, higiene e segurança.
As NRs se aplicam aos servidores públicos? Qual fundamento?;Sim. Art. 39, §3º da CF aplica o art. 7º, XXII aos servidores de cargo público, e a Convenção 155 da OIT inclui a administração pública.
Qual Convenção da OIT trata de Segurança e Saúde dos Trabalhadores?;Convenção 155, ratificada pelo Brasil em 1992 e promulgada pelo Decreto 1.254/1994.
V ou F: As NRs desobrigam o cumprimento de códigos de obras e regulamentos sanitários estaduais/municipais.;Falso. A observância das NRs não desobriga o cumprimento de outras disposições aplicáveis.
Quem tem competência para organizar e executar a inspeção do trabalho?;A União, conforme art. 21, XXIV, da Constituição Federal.
Qual o órgão de âmbito nacional competente em SST?;Secretaria de Inspeção do Trabalho (SIT).
Quais as competências da SIT em SST?;Formular diretrizes, promover CANPAT, coordenar PAT, fiscalizar SST em todo território nacional, participar da PNSST e conhecer recursos em última instância.
Qual o órgão regional competente em SST?;Superintendência Regional do Trabalho (SRT), substituindo a antiga Delegacia Regional do Trabalho.
Quantas SRTs existem no Brasil?;27 — uma em cada Estado e no Distrito Federal, com sede na capital.
A quem cabe a imposição de penalidades por descumprimento de NRs?;À autoridade regional competente em SST (Chefe da SEMUR ou NEMUR da SRT).
O que é a CANPAT?;Campanha Nacional de Prevenção de Acidentes do Trabalho, instituída pelo Decreto 68.255/1971, de caráter permanente.
Qual o objetivo da CANPAT?;Divulgar conhecimentos técnicos e ministrar ensinamentos práticos de prevenção de acidentes, segurança, higiene e medicina do trabalho.
O que é o PAT?;Programa de Alimentação do Trabalhador: fornecimento de alimentação a trabalhadores de baixa renda (até 5 salários mínimos).
Qual a participação máxima do trabalhador no custo do PAT?;20% do custo direto da refeição.
Qual a lei que instituiu o PAT?;Lei 6.321/1976, atualmente regulamentado pelo Decreto 10.854/2021.
O que é organização segundo a NR-1?;Pessoa ou grupo de pessoas com funções, responsabilidades, autoridades e relações para alcançar seus objetivos — lista exemplificativa, não exaustiva.
O que é estabelecimento segundo a NR-1?;Local privado ou público, edificado ou não, móvel ou imóvel, próprio ou de terceiros, onde a organização exerce suas atividades em caráter temporário ou permanente.
O que é setor de serviço?;Menor unidade administrativa ou operacional compreendida no mesmo estabelecimento.
O que é empregado segundo a NR-1?;Pessoa física que presta serviços de natureza não eventual a empregador, sob dependência deste e mediante salário.
O que é trabalhador segundo a NR-1?;Pessoa física inserida em uma relação de trabalho, inclusive de natureza administrativa, como empregados e outros sem vínculo de emprego.
Qual a diferença entre trabalhador e empregado na NR-1?;Trabalhador é mais amplo: inclui empregados e outros sem vínculo de emprego inseridos em relação de trabalho.
O que é perigo externo?;Situações previsíveis, não controladas pela organização, fora dos limites do estabelecimento, que possam causar lesões aos trabalhadores.
O que é evento perigoso?;Ocorrência ou acontecimento com potencial de causar lesões ou agravos à saúde.
Quem é o responsável técnico pela capacitação?;Profissional legalmente habilitado ou trabalhador qualificado, responsável pela elaboração das capacitações e treinamentos.
O que é profissional legalmente habilitado?;Trabalhador previamente qualificado e com registro no competente conselho de classe.
O que é profissional qualificado?;Trabalhador que comprove conclusão de curso específico na sua área de atuação, reconhecido pelo sistema oficial de ensino.
O que é trabalhador capacitado?;Trabalhador treinado para a realização de atividade específica no âmbito da organização.
Qual o tratamento diferenciado previsto na NR-1 para MEI, ME e EPP?;Tratamento diferenciado no cumprimento de determinadas obrigações, sob condições específicas.
O que é o direito de recusa previsto na NR-1?;Direito do trabalhador de recusar atividades em condições de risco grave e iminente, conforme Convenção 155 da OIT.
Quais modalidades de treinamento são previstas na NR-1?;Presencial, ensino a distância (EaD) e semipresencial, conforme requisitos do Anexo II.
V ou F: A NR-1 permite aproveitamento de treinamentos anteriores.;Verdadeiro. Por meio de convalidação ou complementação.
O que é convalidação de treinamento?;Aproveitamento integral de treinamento anterior, quando compatível com os requisitos da NR aplicável.
O que é complementação de treinamento?;Aproveitamento parcial de treinamento anterior com realização de carga horária complementar.
A NR-1 prevê a digitalização de documentos?;Sim. Estabelece requisitos para prestação de informação digital e digitalização de documentos de SST.
Quais são os critérios de conforto da NR-17 que não constituem agente físico para fins da NR-9?;Iluminamento, conforto térmico e conforto acústico (apesar de luz, calor e ruído serem tecnicamente agentes físicos).
O que é organização contratada segundo a NR-1?;Pessoa jurídica de direito privado prestadora de serviços contratada nos termos da Lei 6.019/1974 e suas alterações.
O que são normas técnicas nacionais/brasileiras?;Normas publicadas pela ABNT, reconhecida como Foro Nacional de Normalização pela Resolução 07/1992 do CONMETRO.
O que é obra segundo a NR-1?;Todo e qualquer serviço de engenharia de construção, montagem, instalação, manutenção ou reforma.
Com que periodicidade mínima a avaliação de riscos deve ser revista?;A cada dois anos, ou quando ocorrerem situações específicas previstas na norma.
Cite 3 situações que obrigam a revisão da avaliação de riscos antes dos 2 anos.;Após implementação de medidas de prevenção, após inovações que impliquem novos riscos, na ocorrência de acidentes ou doenças do trabalho.
V ou F: As NRs se aplicam a trabalhadores avulsos.;Verdadeiro. A Lei 12.023/2009 determina que tomadoras de trabalho avulso devem zelar pelo cumprimento das normas de segurança.
