front;back
A NR 24 é classificada como norma geral, setorial ou especial?;Norma especial. Regulamenta a execução do trabalho considerando atividades e instalações de forma geral, sem estar condicionada a setores econômicos específicos.
Qual é o tema central da NR 24?;Condições sanitárias e de conforto nos locais de trabalho, incluindo instalações sanitárias, vestiários, cozinhas, alojamentos e locais para refeições.
O dimensionamento das instalações da NR 24 toma como base qual contingente de trabalhadores?;O número de trabalhadores usuários do turno com maior contingente.
V ou F: Para fins de dimensionamento da NR 24, considera-se todos os empregados da organização, incluindo os que realizam atividades externas.;Falso. Empregados que realizam atividades externas não são considerados, pois não utilizam as instalações de forma habitual.
O que compreende obrigatoriamente uma instalação sanitária segundo a NR 24?;O conjunto formado por lavatório e bacia sanitária sifonada, dotada de assento com tampo.
V ou F: A NR 24 permite a utilização de bacias turcas nas instalações sanitárias.;Falso. A exigência de assento com tampo exclui a possibilidade de utilização de bacias turcas.
Qual a proporção mínima de instalações sanitárias por trabalhadores na regra geral da NR 24?;No mínimo 1 instalação sanitária (bacia + lavatório) para cada grupo de 20 trabalhadores ou fração, separada por sexo.
Nas atividades com exposição a e manuseio de material infectante, qual a proporção de lavatórios?;1 lavatório para cada 10 trabalhadores.
V ou F: A regra de 1 lavatório para cada 10 trabalhadores se aplica quando há apenas exposição, sem manuseio.;Falso. A norma exige concomitância: exposição a E manuseio do material.
Em quais estabelecimentos é permitida instalação sanitária única de uso comum entre os sexos?;Estabelecimentos com funções comerciais, administrativas ou similares, com até 10 trabalhadores, desde que garantidas condições de privacidade.
V ou F: As instalações sanitárias devem ter piso e parede revestidos por material impermeável e lavável.;Verdadeiro. É requisito expresso na NR 24.
Como devem ser ventiladas as instalações sanitárias segundo a NR 24?;Ventiladas para o exterior (ventilação natural) ou com sistema de exaustão forçada.
Quando as instalações sanitárias se situarem fora do corpo do estabelecimento, como devem se comunicar com os locais de trabalho?;Por meio de passagens com piso e cobertura.
V ou F: Os compartimentos das bacias sanitárias podem ser coletivos, desde que haja divisórias.;Falso. Devem ser individuais, com divisórias que mantenham seu interior indevassável.
Quais itens devem estar presentes nos compartimentos das bacias sanitárias?;Porta independente com fecho, papel higiênico com suporte e recipiente para descarte de papéis usados.
V ou F: O recipiente para descarte de papéis higiênicos deve possuir tampa quando destinado às mulheres, caso não seja permitido descarte na bacia.;Verdadeiro. A tampa é exigida nos recipientes destinados às mulheres.
Qual a área livre mínima entre a borda frontal da bacia sanitária e a porta fechada, na ausência de código de obras local?;Pelo menos 0,60 m (sessenta centímetros) de diâmetro.
V ou F: As instalações sanitárias masculinas devem ser sempre dotadas de mictório.;Falso. A exceção ocorre quando forem essencialmente de uso individual.
Para estabelecimentos construídos a partir de 24/09/2019, qual a proporção de mictórios até 100 trabalhadores?;1 unidade para cada 20 trabalhadores ou fração, até 100 trabalhadores.
Para estabelecimentos construídos a partir de 24/09/2019, qual a proporção de mictórios acima de 100 trabalhadores?;1 unidade para cada 50 trabalhadores ou fração, no que exceder 100.
V ou F: O mictório pode ser tipo individual ou calha coletiva, com anteparo.;Verdadeiro. Ambos os tipos são permitidos pela NR 24.
No mictório tipo calha coletiva COM anteparo, qual segmento corresponde a uma unidade?;Cada segmento de no mínimo 0,60 m (sessenta centímetros).
No mictório tipo calha coletiva SEM anteparo, qual segmento corresponde a uma unidade?;Cada segmento de no mínimo 0,80 m (oitenta centímetros).
Qual a proporção de lavatório tipo calha para fins de dimensionamento?;Cada segmento de 0,60 m corresponde a uma unidade.
V ou F: É permitido o uso de toalhas coletivas nos lavatórios.;Falso. É expressamente proibido o uso de toalhas coletivas.
O lavatório deve ser provido de que recurso para as mãos?;Material ou dispositivo para a limpeza, enxugo ou secagem das mãos.
Em quais situações é exigido 1 chuveiro para cada 10 trabalhadores?;Nas atividades com exposição a e manuseio de material infectante, substâncias tóxicas, irritantes ou aerodispersoides que impregnem na pele e roupas.
Em quais situações é exigido 1 chuveiro para cada 20 trabalhadores?;Nas atividades com contato com substâncias que provoquem deposição de poeiras, ou que exijam esforço físico ou condições de calor intenso.
V ou F: Os chuveiros devem ter obrigatoriamente água quente e fria.;Verdadeiro. É exigência expressa da NR 24.
V ou F: Os chuveiros podem ser instalados em local independente dos vestiários.;Falso. Devem fazer parte ou estar anexos aos vestiários.
Quais requisitos devem ter os compartimentos dos chuveiros?;Individuais, conservados/limpos, portas que impeçam devassamento, piso e paredes impermeáveis e laváveis, suporte para sabonete e toalha.
Na ausência de código de obras local, quais as dimensões mínimas dos compartimentos de chuveiros?;No mínimo 0,80 m por 0,80 m (oitenta centímetros por oitenta centímetros).
Quando a NR 24 determina a obrigatoriedade de vestiários?;Quando a atividade exigir vestimentas de trabalho ou uniforme com troca no local, ou quando a atividade exigir disponibilização de chuveiros.
Qual a fórmula para calcular a área mínima por trabalhador no vestiário para estabelecimentos com até 750 trabalhadores?;Área mínima (m²) por trabalhador = 1,5 − (n.º de trabalhadores / 1000).
Qual a área mínima por trabalhador no vestiário para estabelecimentos com mais de 750 trabalhadores?;0,75 m² por trabalhador.
Para um estabelecimento com 500 trabalhadores, qual a área mínima por trabalhador no vestiário?;1,5 − (500/1000) = 1,0 m² por trabalhador.
V ou F: Os vestiários devem ter piso e parede revestidos por material impermeável e lavável.;Verdadeiro. É requisito expresso da NR 24 para vestiários.
V ou F: Os vestiários devem dispor de armários individuais simples e/ou duplos com sistema de trancamento.;Verdadeiro. É exigência da NR 24.
V ou F: A NR 24 exige expressamente a separação dos vestiários por sexo.;Falso. A separação por sexo dos vestiários está prevista no art. 389, III, da CLT, e não na NR 24.
Quais as dimensões mínimas do armário simples segundo a NR 24?;Altura: 0,40 m, Largura: 0,30 m, Profundidade: 0,40 m.
V ou F: É permitido o uso rotativo (compartilhado) dos armários simples entre trabalhadores de turnos diferentes.;Verdadeiro. Porém, não se aplica quando guardam EPIs ou vestimentas expostas a material infectante/tóxico.
Quando são obrigatórios armários duplos?;Nas atividades com exposição a e manuseio de material infectante, substâncias tóxicas, irritantes, aerodispersoides ou deposição de poeiras que impregnem na pele e roupas.
Qual a finalidade do armário duplo?;Separar a roupa de uso comum da roupa de trabalho, evitando contaminação cruzada.
Quais as dimensões mínimas do armário duplo com separação horizontal (prateleira)?;0,80 m de altura × 0,30 m de largura × 0,40 m de profundidade, com prateleira dividindo dois compartimentos de 0,40 m de altura cada.
Quais as dimensões mínimas do armário duplo com divisão vertical?;0,80 m de altura × 0,50 m de largura × 0,40 m de profundidade, com divisão vertical criando dois compartimentos de 0,25 m de largura cada.
Quando a empresa está dispensada de fornecer armário duplo?;Quando realizar higienização diária de vestimentas ou fornecer vestimentas descartáveis, devendo assegurar ao menos 1 armário simples.
V ou F: Empresas que oferecem serviço de guarda-volumes estão dispensadas de fornecer armários.;Verdadeiro. É exceção prevista na NR 24.
Empresas desobrigadas de manter vestiário devem fornecer o quê?;Escaninho, gaveta com tranca ou similar que permita a guarda individual de pertences pessoais, ou serviço de guarda-volumes.
V ou F: Os empregadores devem oferecer locais para refeições durante os intervalos da jornada.;Verdadeiro. É obrigação do empregador conforme a NR 24.
O que deve ser fornecido próximo ao local para refeições?;Meios para conservação e aquecimento das refeições, local e material para lavagem de utensílios, e água potável.
V ou F: É permitida a divisão dos trabalhadores em grupos para tomada de refeições dentro de um mesmo turno.;Verdadeiro. A finalidade é organizar o fluxo no refeitório para conforto dos usuários.
Locais para refeições que atendam ATÉ 30 trabalhadores devem atender a quais requisitos?;Ser destinados ou adaptados permanentemente a este fim, ser arejados com boas condições de limpeza e higiene, ter assentos e mesas suficientes.
V ou F: Locais para refeições que atendam até 30 trabalhadores devem estar obrigatoriamente fora da área de trabalho.;Falso. Essa exigência se aplica apenas aos locais que atendam MAIS de 30 trabalhadores.
Locais para refeições que atendam MAIS de 30 trabalhadores devem estar onde?;Devem ser destinados a este fim e fora da área de trabalho.
V ou F: Locais para refeições com mais de 30 trabalhadores devem ter lavatórios com proibição de toalhas coletivas.;Verdadeiro. Devem possuir lavatórios nas proximidades ou no próprio local, proibido o uso de toalhas coletivas.
Quais requisitos de pisos e paredes se aplicam ao refeitório com mais de 30 trabalhadores?;Pisos revestidos de material lavável e impermeável, paredes pintadas ou revestidas com material lavável e impermeável.
V ou F: No refeitório com mais de 30 trabalhadores, as mesas devem ter superfícies laváveis ou descartáveis.;Verdadeiro. É requisito para mesas com superfícies ou coberturas laváveis ou descartáveis.
Quais estabelecimentos estão dispensados de disponibilizar local para refeições? (1ª hipótese);Estabelecimentos comerciais, bancários e atividades afins que interrompam suas atividades por 2 horas no período de refeições.
Quais estabelecimentos estão dispensados de disponibilizar local para refeições? (2ª hipótese);Estabelecimentos industriais em cidades do interior, quando a empresa mantiver vila operária ou trabalhadores residirem nas proximidades.
Quais estabelecimentos estão dispensados de disponibilizar local para refeições? (3ª hipótese);Estabelecimentos que oferecem vale-refeição, desde que disponibilizem condições para conservação/aquecimento e local para quem traz refeição de casa.
Onde devem se localizar as cozinhas segundo a NR 24?;Anexas aos locais para refeições e com ligação para os mesmos.
V ou F: As cozinhas devem possuir pisos e paredes revestidos com material impermeável e lavável.;Verdadeiro. É requisito expresso da NR 24 para cozinhas.
Como devem ser protegidas as aberturas para ventilação nas cozinhas?;Protegidas com telas, ou deve haver ventilação exaustora.
V ou F: Na cozinha, é permitido o uso de toalhas coletivas nos lavatórios.;Falso. É proibido o uso de toalhas coletivas, inclusive na cozinha.
As cozinhas devem dispor de sanitários próprios para quais trabalhadores?;Para uso exclusivo dos trabalhadores que manipulam gêneros alimentícios, separados por sexo.
Que dispositivo deve ser instalado nas câmaras frigoríficas?;Dispositivo para abertura da porta pelo lado interno, garantida a possibilidade de abertura mesmo que trancada pelo exterior.
Onde devem ser instalados os recipientes de GLP (gás liquefeito de petróleo) nas cozinhas?;Em área externa ventilada, observadas as normas técnicas brasileiras pertinentes.
O que é considerado alojamento segundo a NR 24?;Conjunto de espaços ou edificações, sob responsabilidade do empregador, para hospedagem temporária de trabalhadores.
Quais elementos compõem o alojamento segundo a NR 24?;Dormitório, instalações sanitárias, refeitório, áreas de vivência e local para lavagem e secagem de roupas.
Qual a proporção de instalações sanitárias com chuveiro nos alojamentos?;1 instalação sanitária com chuveiro para cada 10 trabalhadores hospedados ou fração.
V ou F: Os dormitórios dos alojamentos devem ser separados por sexo.;Verdadeiro. É exigência expressa da NR 24.
Qual a distância máxima das instalações sanitárias em relação aos dormitórios quando não forem parte integrante destes?;Máximo de 50 metros, interligados por passagens com piso lavável e cobertura.
V ou F: É permitido o uso de 3 ou mais camas na mesma vertical nos quartos dos alojamentos.;Falso. É vedado o uso de 3 ou mais camas na mesma vertical.
Qual a capacidade máxima de trabalhadores por quarto nos dormitórios dos alojamentos?;Máximo de 8 trabalhadores por quarto.
Os colchões dos alojamentos devem atender a qual exigência?;Devem ser certificados pelo Inmetro.
Qual a área mínima por cama simples nos quartos dos alojamentos?;No mínimo 3,00 m² por cama simples, incluindo área de circulação e armário.
Qual a área mínima por beliche nos quartos dos alojamentos?;No mínimo 4,50 m² por beliche, incluindo área de circulação e armário.
V ou F: Os quartos dos alojamentos devem possuir ventilação natural, podendo ser combinada com ventilação artificial.;Verdadeiro. A ventilação natural deve ser utilizada conjuntamente com a artificial, considerando as condições climáticas locais.
V ou F: A NR 24 exige conforto acústico nos dormitórios conforme parâmetros da NR 17.;Verdadeiro. Os quartos devem atender ao conforto acústico conforme NR 17.
Para que servem os armários dos dormitórios, diferentemente dos armários dos vestiários?;Os armários dos dormitórios guardam roupas pessoais, pertences e enxoval de cama, os dos vestiários guardam a roupa do dia de trabalho.
V ou F: As instalações sanitárias devem dispor de água canalizada e esgoto ligados à rede geral ou sistema equivalente.;Verdadeiro. Deve ser ligado à rede geral ou a outro sistema que não gere risco à saúde e atenda à regulamentação local.
V ou F: A NR 24 permite instalações sanitárias sem ventilação para o exterior, desde que possuam ar-condicionado.;Falso. Devem ser ventiladas para o exterior ou com sistema de exaustão forçada. Ar-condicionado não supre essa exigência.
Quantos mictórios são necessários para 101 trabalhadores em estabelecimento construído após 24/09/2019?;6 mictórios. Até 100 = 5 (100/20), acima de 100 = 1 adicional para fração de 50 (1 trabalhador excedente = +1).
V ou F: O lavatório pode ser tipo individual, calha ou de tampo coletivo com várias cubas.;Verdadeiro. São três tipos permitidos pela NR 24.
V ou F: Nas atividades com deposição de poeiras que exijam esforço físico, é obrigatório 1 chuveiro para cada 10 trabalhadores.;Falso. Para deposição de poeiras ou esforço físico ou calor intenso, a proporção é 1 chuveiro para cada 20 trabalhadores.
A expressão 'trabalhadores usuários' na NR 24 refere-se a quem?;Ao conjunto de trabalhadores que efetivamente utilizem as instalações de forma habitual, e não eventual ou esporádica.
V ou F: Em estabelecimento com 10 trabalhadores e funções administrativas, é obrigatória separação de sanitários por sexo.;Falso. É permitida instalação sanitária individual de uso comum entre os sexos, desde que garantidas condições de privacidade.
V ou F: As peças sanitárias das instalações devem ser íntegras.;Verdadeiro. É requisito de conservação previsto na NR 24.
V ou F: Os mictórios devem ser construídos com material impermeável.;Verdadeiro. Devem ser de material impermeável e mantidos em condições de limpeza e higiene.
Qual a proporção de mictórios para estabelecimentos construídos antes de 24/09/2019?;Devem seguir o previsto na NR 24 com redação da Portaria MTb n.º 3.214/1978 (proporção da antiga norma).
V ou F: Para a NR 24, bacia sanitária sifonada sem assento com tampo atende à norma.;Falso. A bacia sanitária deve ser sifonada E dotada de assento com tampo, cumulativamente.
Quais itens de conforto devem estar presentes nos quartos dos alojamentos?;Colchões certificados pelo Inmetro, lençóis, fronhas, cobertores e travesseiros limpos e higienizados, adequados às condições climáticas.
V ou F: Os locais para refeições com mais de 30 trabalhadores devem possuir recipientes com tampa para descarte de restos alimentares.;Verdadeiro. É requisito para refeitórios com mais de 30 trabalhadores.
V ou F: Locais para refeições com mais de 30 trabalhadores devem dispor de meios para aquecimento das refeições.;Verdadeiro. É exigência expressa da NR 24 para esses locais.
V ou F: Os vestiários devem ser ventilados para o exterior ou com exaustão forçada.;Verdadeiro. É o mesmo requisito de ventilação aplicável às instalações sanitárias.
V ou F: O dimensionamento dos vestiários se baseia no número de trabalhadores que necessitam utilizá-los, por turno.;Verdadeiro. Considera-se o turno com maior número de usuários.
Qual a área mínima por trabalhador no vestiário de um estabelecimento com 50 trabalhadores?;1,5 − (50/1000) = 1,45 m² por trabalhador (arredondando: 1,5 m²).
V ou F: Empresas que oferecem vale-refeição estão totalmente dispensadas de qualquer obrigação quanto a local de refeição.;Falso. Devem disponibilizar condições para conservação/aquecimento e local para quem traz refeição de casa.
Que tipo de recipientes para lixo as cozinhas devem ter?;Condições para acondicionamento e disposição do lixo de acordo com as normas locais de controle de resíduos sólidos.
V ou F: As divisórias dos compartimentos de bacias sanitárias devem ter vão inferior.;Verdadeiro. O vão inferior facilita a limpeza e a ventilação.
V ou F: Os chuveiros dos alojamentos podem ter apenas água fria em regiões de clima quente.;Falso. Os chuveiros devem ter obrigatoriamente água quente e fria, sem exceção climática na norma.
V ou F: Refeitórios com mais de 30 trabalhadores devem possuir espaços para circulação.;Verdadeiro. É requisito expresso para refeitórios com mais de 30 trabalhadores.
V ou F: A NR 24 permite que os chuveiros não façam parte dos vestiários desde que fiquem no mesmo andar.;Falso. Devem fazer parte ou estar anexos aos vestiários.
V ou F: Nos refeitórios com mais de 30 trabalhadores, a ventilação pode ser dispensada em ambientes climatizados artificialmente.;Verdadeiro. A exigência de ventilação para o exterior ou exaustão não se aplica a ambientes climatizados artificialmente.
