front;back
Qual o objetivo da NR-31?;Estabelecer preceitos de SST na organização e ambiente de trabalho rural, compatibilizando planejamento das atividades com prevenção de acidentes e doenças.
A quais atividades a NR-31 se aplica?;Agricultura, pecuária, silvicultura, exploração florestal e aquicultura.
Qual a lei própria dos trabalhadores rurais?;Lei 5.889/1973, regulamentada pelo Decreto 10.854/2021.
V ou F: A CLT se aplica ao trabalho rural.;Verdadeiro, de forma subsidiária — no que não colidir com a Lei 5.889/1973.
O que é empregado rural?;Pessoa natural que, em propriedade rural ou prédio rústico, presta serviços de natureza não eventual a empregador rural, sob dependência e mediante salário.
O que é empregador rural?;Pessoa física ou jurídica que explora atividade agroeconômica, em caráter permanente ou temporário, com auxílio de empregados.
Quem se equipara ao empregador rural?;Pessoa física ou jurídica que, habitualmente e por conta de terceiros, executa serviços de natureza agrária com auxílio de outrem.
O que é estabelecimento rural?;Propriedade ou extensão de terra destinada à exploração agroeconômica, considerando frentes de trabalho como extensão.
V ou F: As demais NRs se aplicam integralmente ao trabalho rural.;Falso. Somente se aplicam nas situações expressamente previstas na NR-31.
Quais NRs se aplicam ao trabalho rural por previsão direta?;NR-3 (embargo/interdição), NR-13 (caldeiras/vasos), NR-15 (insalubridade), NR-16 (periculosidade), NR-20 (inflamáveis) e NR-28 (fiscalização).
V ou F: O PGR da NR-1 se aplica ao trabalho rural.;Falso. O trabalho rural tem seu próprio programa: PGRTR (Programa de Gerenciamento de Riscos do Trabalho Rural).
V ou F: O PCMSO da NR-7 é obrigatório no trabalho rural.;Falso. Aplica-se apenas os Anexos da NR-7, o texto geral do PCMSO não se aplica. A NR-31 tem disposições próprias sobre exames.
Qual parte da NR-1 se aplica ao trabalho rural?;Somente o Anexo II (diretrizes de EaD e semipresencial).
V ou F: A NR-6 (EPI) se aplica integralmente ao trabalho rural.;Verdadeiro.
O que é SESTR?;Serviço Especializado em Segurança e Saúde no Trabalho Rural — equivalente ao SESMT para a atividade rural.
O que é CIPATR?;Comissão Interna de Prevenção de Acidentes do Trabalho Rural — equivalente à CIPA para o trabalho rural.
V ou F: A NR-4 (SESMT) e a NR-5 (CIPA) se aplicam ao trabalho rural.;Falso. A NR-31 tem disposições próprias: SESTR e CIPATR.
V ou F: A NR-33 (Espaços Confinados) se aplica ao trabalho rural.;Falso. A NR-31 tem itens específicos sobre espaços confinados no meio rural.
V ou F: A NR-35 (Trabalho em Altura) se aplica ao trabalho rural.;Falso. A NR-31 contém disposições próprias sobre trabalho em altura rural.
O que são agrotóxicos?;Produtos químicos tóxicos para combater organismos vivos (insetos, ácaros, plantas invasoras) em culturas.
O que é aditivo de agrotóxico?;Substância adicionada ao agrotóxico para melhorar função, ação, durabilidade, estabilidade ou facilitar detecção.
O que é adjuvante?;Produto usado em mistura com formulados para melhorar sua aplicação e eficiência (ex: aumentar tempo de permanência).
