front;back
Qual é o objetivo da NR 33?;Garantir a segurança e saúde dos trabalhadores que interagem direta ou indiretamente nos espaços confinados.
Quais são os três requisitos simultâneos para caracterizar um espaço confinado?;Não ser projetado para ocupação humana contínua, possuir meios limitados de entrada e saída, e existir ou poder existir atmosfera perigosa.
V ou F: Para ser espaço confinado, basta que o ambiente possua meios limitados de entrada e saída.;Falso. Os três requisitos devem ser atendidos simultaneamente: ocupação não contínua, acesso limitado e atmosfera perigosa.
O que é engolfamento segundo a NR 33?;É o envolvimento e a captura de uma pessoa por material particulado sólido capaz de causar inconsciência ou morte.
O que é afogamento segundo a NR 33?;É a aspiração de sólido ou líquido não corporal por submersão ou imersão do trabalhador.
Quais condições caracterizam uma atmosfera perigosa em espaço confinado?;Deficiência ou enriquecimento de oxigênio, presença de contaminantes com potencial de causar danos à saúde, ou atmosfera explosiva.
Qual é o percentual normal de oxigênio no ar e a faixa aceitável para entrada em espaço confinado?;O normal é 20,9%. A faixa aceitável é entre 19,5% e 23% em volume, desde que a causa seja conhecida e controlada.
A partir de qual percentual se considera atmosfera com deficiência de oxigênio?;Abaixo de 20,9% de oxigênio em volume na pressão atmosférica normal.
A partir de qual percentual se considera atmosfera com enriquecimento de oxigênio?;Acima de 23% de oxigênio em volume na pressão atmosférica normal.
O que é a PET na NR 33?;Permissão de Entrada e Trabalho — autorização específica escrita (impressa ou digital) para entrada e execução de atividades em espaço confinado.
A PET é classificada como que tipo de medida de prevenção?;Medida administrativa de prevenção.
Qual a validade máxima da PET, incluindo prorrogações?;Não pode exceder 24 horas.
Qual a validade padrão da PET antes de prorrogação?;Limitada a uma jornada de trabalho.
Por quanto tempo as PETs devem ser arquivadas?;Pelo período mínimo de 5 anos, devendo estar disponíveis aos trabalhadores quando solicitado.
Quantas vias deve ter a PET emitida em meio físico e para quem ficam?;Duas vias: a primeira fica com o supervisor de entrada e a segunda é entregue ao vigia.
Quando a PET deve ser encerrada?;Quando as atividades forem completadas, ocorrer condição não prevista, todos saírem do espaço, ou houver substituição de vigia por outro não relacionado na PET.
V ou F: A PET é cancelada ao final normal das atividades.;Falso. Ao final normal é encerrada. O cancelamento ocorre quando surge situação não prevista.
Quais campos mínimos a PET deve conter?;Identificação do espaço, objetivo da entrada, perigos e medidas de controle, avaliação da atmosfera, relação dos profissionais, data/horário de emissão e encerramento, e assinaturas.
Quem é o responsável técnico segundo a NR 33?;Profissional legalmente habilitado ou qualificado em segurança do trabalho (engenheiro ou técnico de segurança do trabalho).
Quais são as atribuições do responsável técnico na NR 33?;Identificar e cadastrar espaços confinados, adaptar o modelo de PET, elaborar procedimentos de segurança, indicar equipamentos, elaborar plano de resgate e coordenar a capacitação.
Quem é o supervisor de entrada segundo a NR 33?;Pessoa capacitada para operar a PET, com responsabilidade de preenchê-la e assiná-la para o desenvolvimento seguro do trabalho em espaço confinado.
Quem é o vigia segundo a NR 33?;Trabalhador capacitado designado para permanecer fora do espaço confinado, responsável pelo acompanhamento, comunicação e ordem de abandono.
V ou F: O vigia pode entrar no espaço confinado durante a execução das atividades.;Falso. O vigia deve permanecer fora do espaço confinado.
Quem é o trabalhador autorizado segundo a NR 33?;Trabalhador capacitado para entrar no espaço confinado, ciente dos seus direitos e deveres, com conhecimento dos riscos e medidas de controle.
V ou F: O supervisor de entrada pode desempenhar a função de vigia.;Verdadeiro, quando previsto na PET.
De quem é a responsabilidade de emitir a PET antes do início das atividades?;Do supervisor de entrada.
Quem é responsável por indicar os equipamentos para trabalho em espaços confinados?;O responsável técnico.
Quem executa os testes e confere os equipamentos antes da utilização em espaço confinado?;O supervisor de entrada.
V ou F: A NR 33 define critérios de dimensionamento da equipe de emergência e salvamento.;Falso. A norma não define critérios de dimensionamento dessa equipe.
Qual é a principal causa de acidentes em espaços confinados segundo a OSHA?;Os riscos atmosféricos.
Quais são os quatro sensores da configuração padrão de um detector multigás?;Sensor de oxigênio, sensor de explosividade (LIE), sensor de monóxido de carbono (CO) e sensor de gás sulfídrico (H₂S).
O que é o gás sulfídrico (H₂S) encontrado em espaços confinados?;Gás tóxico, asfixiante químico e inflamável, formado pela biodegradação da matéria orgânica.
O que é o monóxido de carbono (CO) e por que é perigoso em espaços confinados?;Gás altamente tóxico e inflamável, formado por combustão incompleta. Possui grande afinidade com a hemoglobina, podendo causar morte por asfixia química.
O que é o metano (CH₄) em espaços confinados?;Gás inflamável e asfixiante simples, formado pela decomposição de resíduos orgânicos. Em altas concentrações desloca o oxigênio.
V ou F: A NR 33 identifica e classifica os espaços confinados.;Falso. A NR 33 apenas estabelece parâmetros para que o próprio empregador realize a identificação.
V ou F: A NR 33 se aplica aos espaços confinados do trabalho rural.;Falso. Os espaços confinados do trabalho rural são regidos pela NR 31.
Quais equipamentos devem ser usados na entrada em espaço confinado com potencial de engolfamento?;Talabarte, cinto de segurança e cabo-guia.
V ou F: A avaliação quantitativa da atmosfera deve ser realizada imediatamente antes da entrada no espaço confinado.;Verdadeiro.
A NR 33 se aplica a quais organizações?;Tanto às que possuem espaços confinados em seus estabelecimentos quanto àquelas que executam atividades nesses espaços.
Quais são os principais tipos de acidentes em espaços confinados?;Intoxicação, incêndio, explosão, afogamento, engolfamento, soterramento e quedas de altura.
O que é atmosfera explosiva segundo a NR 33?;Mistura do ar com materiais inflamáveis na forma de gás, vapor, névoa, poeira ou fibras.
O que são áreas classificadas no contexto da NR 33?;São locais onde existe atmosfera potencialmente explosiva ou há probabilidade de sua ocorrência.
Qual exigência para dispositivos eletrônicos usados na PET digital em área classificada?;Devem estar certificados ou possuir documento contemplado no âmbito do SINMETRO.
V ou F: Os trabalhadores devem ser informados sobre os perigos antes da entrada no espaço confinado.;Verdadeiro. Devem ser informados sobre perigos identificados e medidas de controle previstas e adotadas.
Quem elabora o plano de resgate na NR 33?;O responsável técnico.
V ou F: A PET pode ser prorrogada desde que as atividades na prorrogação sejam as mesmas da PET original.;Verdadeiro. As atividades na prorrogação devem estar relacionadas às mesmas atividades e riscos da PET inicial.
Qual requisito do monitoramento atmosférico durante prorrogação da PET?;Monitoramento contínuo de toda a atmosfera ou realização de nova avaliação a cada entrada.
V ou F: O vigia pode acompanhar atividades de mais de um espaço confinado simultaneamente.;Verdadeiro, conforme previsto na norma (subitem 33.3.4.1).
Qual a relação entre NR 33 e NR 1 (GRO)?;A NR 1 (Gerenciamento de Riscos Ocupacionais) deve ser observada subsidiariamente nos critérios de gerenciamento de riscos em espaços confinados.
Quem coordena a capacitação inicial e periódica dos profissionais envolvidos em espaços confinados?;O responsável técnico.
Qual é a definição de trabalho em altura segundo a NR 35?;Toda atividade executada acima de 2 metros do nível inferior, em que haja risco de queda.
